Time,P_load,P_g1,P_g2,P_bess,Q_load,Q_g1,Q_g2,Q_bess,freq,volt,w_rotor,T_mech
26.496,46.108614082702,7.6677869305365,7.6677869305368,30.778581073247,8.4286994170807,5.3095804975735,5.3095804975735,-2.1915246725169,58.950972196434,0.98118930272378,0.99078228000546,0.1608589971681
26.4992,47.904059339349,7.7956315298161,7.7956315298164,32.318679753876,8.6952241455967,5.0125283894685,5.0125283894685,-1.3308872009356,58.907804064326,0.98552898818321,0.99312091705057,0.16049398752344
26.5024,48.864751332423,8.0510871203316,8.0510871203322,32.768439414083,8.6392641367267,4.7452798750678,4.7452798750678,-0.8523451956288,58.963367321036,0.99518161412391,0.99493569507445,0.16021545797773
26.5056,46.857069626785,7.7767812895762,7.7767812895768,31.308906722187,7.7323615530308,4.3074634392103,4.3074634392106,-0.88361347087451,59.109299341342,1.0044623703733,0.99506252180698,0.16020984914194
26.5088,44.080193440597,7.4478464151621,7.4478464151624,29.189363927226,6.8326922780873,3.8278005991832,3.8278005991836,-0.82395384344626,59.242687108896,1.0097470272894,0.99439830446576,0.16033235223205
26.512,41.682901406358,7.4422127255433,7.4422127255433,26.802808384258,6.2929085213835,3.4999082776151,3.4999082776154,-0.7079478778815,59.454623086141,1.0128640756438,0.99236405646144,0.16067738983405
26.5152,39.747581561644,7.640249536643,7.640249536643,24.470933494851,5.9110988950305,3.3855758775124,3.3855758775124,-0.86108632771751,59.529437217955,1.0154805984638,0.98930717450097,0.16119083185814
26.5184,37.943881069185,7.7164998752212,7.7164998752215,22.514335992493,5.5394095508159,3.5087728814026,3.5087728814024,-1.4791632386352,59.580504327949,1.0144378347336,0.98650549233215,0.16166612920607
26.5216,36.265583023945,7.5504111166184,7.5504111166189,21.167909897143,5.1992159594187,3.6117603729314,3.6117603729313,-2.0253246571497,59.583318804953,1.00930650938,0.98344095826092,0.16218766943031
26.5248,34.697363006186,7.1899569584881,7.1899569584886,20.320366564213,4.9335242111778,3.6438605792295,3.6438605792297,-2.3552091443723,59.532185188635,1.005965661678,0.98157415547086,0.16251373305562
26.528,33.630924620292,6.8531539822314,6.8531539822315,19.927378845407,4.8800726908229,3.6411423664838,3.6411423664842,-2.4032148036955,59.487537197773,1.002035879076,0.9807600288969,0.16266599604687
26.5312,35.105026218708,7.0477299526321,7.047729952632,21.012484465843,5.6103756061208,3.9046097083917,3.9046097083917,-2.1998315446965,59.436565871337,0.99426236120516,0.98084452362209,0.16266869051316
26.5344,38.553618985085,7.6190474332611,7.619047433261,23.318949355354,6.8907554939085,4.5226672033221,4.5226672033219,-2.1555506027217,59.249334180771,0.98771720970672,0.98264010089315,0.16238754514947
26.5376,41.895147659895,7.9127212469669,7.9127212469671,26.073815218819,7.810539397131,5.0996818285132,5.0996818285128,-2.3897804225175,59.112753238107,0.98421520141769,0.98484815343928,0.16203898551439
26.5408,44.385911477264,7.7986100290218,7.7986100290222,28.793507753197,8.1879682555173,5.3750211780334,5.3750211780332,-2.5630166457829,59.028498103914,0.98218888985268,0.98796053918883,0.16154343836999
26.544,46.345941405936,7.643925300432,7.6439253004322,31.063483688231,8.4417835234343,5.2389367411298,5.2389367411297,-2.0370198038187,58.960168645643,0.9816770750777,0.99111581669215,0.16104393637736
26.5472,48.15111777356,7.7881604671964,7.7881604671964,32.580525406971,8.7018205211268,4.9721028731785,4.9721028731782,-1.2433025661459,58.961927687554,0.98653535208975,0.99326715487398,0.16070986185182
26.5504,48.776497748723,8.0090409628391,8.0090409628392,32.764052545084,8.5910537466445,4.6587273087538,4.6587273087532,-0.72731035623771,59.008438386184,0.99699204932829,0.99501188629442,0.16044313382902
26.5536,46.57566379465,7.694664632969,7.6946646329693,31.191488368766,7.6220375171284,4.2009901823144,4.2009901823139,-0.78084696357078,59.21063363024,1.005707482531,0.9950281787289,0.1604561771564
26.5568,43.781737545593,7.4112582158819,7.4112582158823,28.96382720276,6.7504887642965,3.7425421521041,3.7425421521041,-0.73549352899852,59.330615964016,1.0106653613622,0.99406396225932,0.16062805107058
26.56,41.449185988601,7.4398222205866,7.4398222205866,26.573621580333,6.2087629752294,3.4006661565881,3.4006661565883,-0.59345885496076,59.408419515452,1.013613128297,0.99207806938032,0.16096664348821
26.5632,39.547840067102,7.6462315312347,7.6462315312342,24.258983853874,5.8364926794085,3.3701445060508,3.3701445060509,-0.90467712471091,59.461279159422,1.0160780964876,0.98886476310629,0.16150729970332
26.5664,37.765560411859,7.6873661154253,7.6873661154248,22.394050935045,5.4849670494373,3.4878158244109,3.4878158244106,-1.4915365129865,59.540278789919,1.0141896208349,0.98604838753161,0.16198660358844
26.5696,36.104339479896,7.469663091074,7.4696630910737,21.167948614936,5.163262958215,3.6147838113902,3.6147838113897,-2.0671670136039,59.511026441074,1.0091337983408,0.98312671709093,0.16248619541833
26.5728,34.541499193013,7.1030239973693,7.1030239973693,20.33815726799,4.9314604356583,3.6094373086016,3.6094373086014,-2.2882670580588,59.473645039803,1.006030817208,0.98125673726736,0.16281375807493
26.576,32.986810659902,6.6206653857011,6.620665385701,19.748001520567,4.7470931332849,3.5646892169973,3.5646892169976,-2.3831278704148,59.452550425314,1.004838882288,0.98078443963777,0.16290974073571
26.5792,31.430317970331,6.0580717069194,6.0580717069189,19.316549293906,4.5644748297917,3.5590851032244,3.5590851032249,-2.5545272437762,59.442377111884,1.0039619230396,0.98111157264631,0.16287230784077
26.5824,29.926164610865,5.3810950178185,5.3810950178178,19.166257129205,4.3203612388092,3.5521074489634,3.5521074489636,-2.7846736507427,59.40165578902,1.0032938651707,0.98327132438412,0.16253070025593
26.5856,28.532089165471,4.6481824138318,4.6481824138312,19.237963191416,4.054546443223,3.582783491091,3.5827834910907,-3.1118290127606,59.386292506024,1.0033346476682,0.98596868646581,0.1621016054499
26.5888,27.238800672294,3.9174028279576,3.9174028279576,19.40620977747,3.8395075107617,3.5572695262695,3.5572695262692,-3.2758288967476,59.36679491219,1.0038218998658,0.98915960734302,0.16159359801287
26.592,26.027792399019,3.2545080805161,3.2545080805164,19.520961536299,3.6911883262003,3.5350073972224,3.5350073972226,-3.3796131913726,59.337592145047,1.0047752456627,0.99254771423635,0.16105670879483
26.5952,24.883359911409,2.7427483376402,2.7427483376403,19.399983385968,3.6069658826139,3.4687688804947,3.4687688804953,-3.3313489635665,59.300665471064,1.0058501020008,0.99474016832717,0.16071639850972
26.5984,23.787262350184,2.3763839949886,2.3763839949884,19.036518047962,3.558079439599,3.4070819860623,3.4070819860629,-3.2568519404099,59.337797250555,1.0072373258318,0.99645193065016,0.16045517261918
