t|Main,Pload|Main,Qload|Main,Pcmd_BESS|Main,Pcmd_gt|Main,f_poi_meas2|Main,f_poi_meas|Main
4.185,61.13933506,20.78095767,0.045427356,7.628885439,59.93418899,59.93418899
4.186,61.11876236,21.26850349,0.05238571,7.629212179,59.93505347,59.93505347
4.187,60.86474852,20.66099665,-0.087361325,7.629033214,59.93275201,59.93275201
4.188,61.20759721,20.92118124,0.081725038,7.629015239,59.93073976,59.93073976
4.189,61.01579165,21.18601734,0.002121797,7.629295532,59.92742623,59.92742623
4.19,60.91506833,20.62973367,-0.066375269,7.629023635,59.92452909,59.92452909
4.191,61.23081157,21.07085069,0.096589977,7.629131116,59.92199601,59.92199601
4.192,60.90946264,21.00519446,-0.052299999,7.629294702,59.93158284,59.93158284
4.193,60.99186285,20.63524541,-0.030093075,7.629000187,59.93996495,59.93996495
4.194,61.21414784,21.18526912,0.093813138,7.629227808,59.94729373,59.94729373
4.195,60.85041348,20.83669483,-0.086537095,7.629244805,59.93729119,59.93729119
4.196,61.08307948,20.71727689,0.015523523,7.629013823,59.92854561,59.92854561
4.197,61.15669242,21.2621426,0.06960904,7.6293096,59.93838475,59.93838475
4.198,60.84732002,20.70157097,-0.094231167,7.629186655,59.94698746,59.94698746
4.199,61.17967555,20.83324027,0.065117976,7.629089002,59.95450913,59.95450913
4.2,61.0784953,21.24379678,0.032374293,7.629408768,59.9610856,59.9610856
4.201,60.89053282,20.63296379,-0.077824827,7.629190132,59.96924562,59.96924562
4.202,61.22978379,20.98191825,0.093158917,7.629241323,59.97638022,59.97638022
4.203,60.97360265,21.09865727,-0.019487133,7.629490193,59.96887486,59.96887486
4.204,60.95722531,20.62014336,-0.04738335,7.629212796,59.96231266,59.96231266
4.205,61.23850644,21.12451941,0.102673444,7.629396567,59.96461221,59.96461221
4.206,60.88635847,20.92152673,-0.066968101,7.629509644,59.96662279,59.96662279
4.207,61.03986985,20.66044103,-0.006768387,7.62924413,59.96838071,59.96838071
4.208,61.19364054,21.22445381,0.085413867,7.629509693,59.96991773,59.96991773
4.209,60.84082613,20.76938745,-0.095178211,7.62945472,59.96052103,59.96052103
4.21,61.12568517,20.76602474,0.035994181,7.629267153,59.95230516,59.95230516
4.211,61.11615828,21.26874044,0.04929127,7.62957049,59.95787931,59.95787931
4.212,60.85150603,20.66574262,-0.094946608,7.629380422,59.962753,59.962753
4.213,61.19136254,20.90114199,0.07110998,7.629326838,59.95747663,59.95747663
4.214,61.02103887,21.1918771,0.003779266,7.629600214,59.95286331,59.95286331
4.215,60.90843746,20.61758129,-0.070589548,7.629325465,59.94882972,59.94882972
4.216,61.23671058,21.04743503,0.098274498,7.629427214,59.945303,59.945303
4.217,60.92963991,21.02144102,-0.043156157,7.629612581,59.94562939,59.94562939
4.218,60.99536772,20.63972648,-0.029783996,7.629328614,59.94591477,59.94591477
4.219,61.22849228,21.18207973,0.099797321,7.629553301,59.94616428,59.94616428
4.22,60.86424876,20.84725771,-0.080871265,7.629595489,59.95101027,59.95101027
4.221,61.08938289,20.70252951,0.016275163,7.629369476,59.9552473,59.9552473
4.222,61.17123659,21.25873062,0.075369707,7.629681549,59.94893859,59.94893859
4.223,60.84760488,20.72068559,-0.095131468,7.629579751,59.94342265,59.94342265
4.224,61.15988168,20.82892346,0.053916476,7.629462316,59.93859986,59.93859986
4.225,61.07797891,21.25351805,0.031098758,7.629765757,59.94078909,59.94078909
4.226,60.87435493,20.63721983,-0.086544733,7.629529299,59.94270322,59.94270322
4.227,61.21940712,20.96738922,0.086967543,7.629545302,59.94437681,59.94437681
4.228,60.9788262,21.12295347,-0.018277867,7.629783049,59.93602582,59.93602582
4.229,60.94461801,20.6187487,-0.054412474,7.629488674,59.92872424,59.92872424
4.23,61.23638422,21.10907005,0.099438197,7.62963834,59.9341917,59.9341917
4.231,60.88884004,20.93551363,-0.066823992,7.62975049,59.9389721,59.9389721
4.232,61.03008886,20.66023865,-0.013197805,7.629471541,59.94315177,59.94315177
4.233,61.20323192,21.22408271,0.088869854,7.629735826,59.94706427,59.94706427
4.234,60.84623641,20.78061695,-0.092565369,7.629704477,59.94706427,59.94706427
4.235,61.11756579,20.74911749,0.0315619,7.629516341,59.95048511,59.95048511
4.236,61.13240445,21.26379811,0.056492179,7.629825195,59.95347608,59.95347608
4.237,60.8540177,20.67496552,-0.094026653,7.629652933,59.95832435,59.95832435
4.238,61.19682234,20.89179667,0.07286906,7.629593587,59.96256337,59.96256337
4.239,61.03874131,21.21391162,0.011225881,7.629880651,59.96472759,59.96472759
4.24,60.90791143,20.62833501,-0.072238238,7.629616132,59.96661986,59.96661986
4.241,61.23491521,21.04038267,0.095251114,7.629697173,59.96827433,59.96827433
4.242,60.93258233,21.04031269,-0.042699538,7.629886945,59.9697209,59.9697209
4.243,60.98195726,20.63156133,-0.037474601,7.629590866,59.95860191,59.95860191
4.244,61.22987592,21.16840319,0.098806245,7.629802446,59.94888017,59.94888017
4.245,60.86464163,20.87093058,-0.080980016,7.629853439,59.96003698,59.96003698
4.246,61.06988149,20.70310448,0.006982063,7.62960746,59.96979179,59.96979179
4.247,61.17327685,21.25471033,0.075004502,7.62989095,59.96589574,59.96589574
4.248,60.84371205,20.71863013,-0.097148609,7.629784954,59.96248929,59.96248929
4.249,61.16025544,20.80367241,0.053315454,7.629646994,59.95951091,59.95951091
4.25,61.0923693,21.25304926,0.036656402,7.629955351,59.9569068,59.9569068
4.251,60.8746844,20.64521191,-0.086999927,7.629734801,59.94961795,59.94961795
4.252,61.21595353,20.95606372,0.082997776,7.629737465,59.94324505,59.94324505
4.253,60.9889141,21.13372134,-0.014040808,7.629989721,59.9396419,59.9396419
4.254,60.9381156,20.61372773,-0.058294948,7.629702441,59.93649154,59.93649154
4.255,61.24158834,21.09625922,0.100658022,7.629851504,59.93373706,59.93373706
4.256,60.90103253,20.95790522,-0.060187472,7.629987609,59.92579105,59.92579105
4.257,61.02520468,20.65208936,-0.015835849,7.629709677,59.91884357,59.91884357
4.258,61.21011727,21.20932711,0.090941131,7.629959044,59.91276913,59.91276913
4.259,60.84789463,20.79348434,-0.092116927,7.629934286,59.91444388,59.91444388
4.26,61.11195657,20.74249735,0.026942851,7.629722751,59.91590818,59.91590818
4.261,61.13454702,21.26768193,0.056310624,7.630019459,59.91718847,59.91718847
4.262,60.84546494,20.67677659,-0.099161342,7.629846794,59.92642849,59.92642849
4.263,61.17930715,20.86776447,0.062430654,7.629759397,59.93450738,59.93450738
4.264,61.0402688,21.21011055,0.011505548,7.630041133,59.92212181,59.92212181
4.265,60.8937162,20.61957852,-0.079485924,7.629771986,59.91129265,59.91129265
4.266,61.23047473,21.016494,0.092672469,7.629835432,59.90182433,59.90182433
4.267,60.94470826,21.05334492,-0.036556649,7.630033817,59.90562987,59.90562987
4.268,60.97755601,20.62581106,-0.039817239,7.62973565,59.90895718,59.90895718
4.269,61.23510841,21.15280928,0.100770852,7.629929172,59.91186638,59.91186638
4.27,60.87268672,20.8776541,-0.07721786,7.629993648,59.92158009,59.92158009
4.271,61.06638335,20.68546652,0.003808564,7.629737786,59.93007314,59.93007314
4.272,61.17898489,21.2468296,0.076782842,7.630021164,59.93702056,59.93702056
4.273,60.8408318,20.74095234,-0.098789866,7.629928338,59.94309494,59.94309494
4.274,61.13740678,20.80050974,0.040831063,7.629767929,59.94840599,59.94840599
4.275,61.09310127,21.2601703,0.036955046,7.630063074,59.95304964,59.95304964
4.276,60.86179467,20.63896522,-0.092896047,7.629837684,59.94502127,59.94502127
4.277,61.21188781,20.9287797,0.08073856,7.629820633,59.93800177,59.93800177
4.278,61.00316451,21.14867088,-0.007227125,7.630077776,59.92152681,59.92152681
4.279,60.9345426,20.61368162,-0.060159482,7.629793919,59.90712215,59.90712215
4.28,61.24671886,21.07733393,0.102176081,7.629924995,59.90416154,59.90416154
4.281,60.91414437,20.96360338,-0.054036364,7.6300787,59.90157298,59.90157298
4.282,61.02330887,20.63829299,-0.018270401,7.629803627,59.8993097,59.8993097
4.283,61.22165104,21.19666636,0.095916258,7.630063104,59.89733084,59.89733084
4.284,60.85614459,20.79993883,-0.088090866,7.630070153,59.90610256,59.90610256
4.285,61.10250673,20.71926613,0.022288132,7.629863963,59.913772,59.913772
4.286,61.15178669,21.25190225,0.064690616,7.630169963,59.92061235,59.92061235
4.287,60.84813336,20.68316369,-0.097695341,7.63002074,59.92659312,59.92659312
4.288,61.18020105,20.85236602,0.062901798,7.629925612,59.93350188,59.93350188
4.289,61.05233307,21.22483669,0.016550418,7.630209998,59.93954247,59.93954247
4.29,60.88723534,20.61733929,-0.083040811,7.629941209,59.94482397,59.94482397
4.291,61.22319839,20.9931903,0.087628069,7.629974291,59.94944177,59.94944177
4.292,60.94749968,21.06018217,-0.036160239,7.630171371,59.95537882,59.95537882
4.293,60.96143635,20.61495945,-0.048249111,7.629861383,59.9605698,59.9605698
4.294,61.23444783,21.13565425,0.099102677,7.630042029,59.96378537,59.96378537
4.295,60.87617318,20.89184669,-0.075216628,7.630119625,59.96378537,59.96378537
4.296,61.05409098,20.67278285,-0.001728791,7.62985895,59.96659686,59.96659686
4.297,61.19487368,21.23071292,0.083453834,7.630136808,59.96905505,59.96905505
4.298,60.85152714,20.73597157,-0.092826663,7.630072311,59.98397847,59.98397847
4.299,61.15288582,20.7725486,0.047773741,7.629921861,59.99702656,59.99702656
4.3,61.12049594,21.25524932,0.049222323,7.630246835,60.00843497,60.00843497
4.301,60.87279371,20.65244988,-0.088084107,7.630058747,59.99740974,59.99740974
4.302,61.21333595,20.91928799,0.079428049,7.630038776,59.98776997,59.98776997
4.303,61.01384445,21.15866365,-0.002673391,7.630311209,59.97934157,59.97934157
4.304,60.92555385,20.60041631,-0.065605327,7.630031747,59.97961379,59.97961379
4.305,61.24490839,21.05659999,0.100101768,7.63015434,59.97985181,59.97985181
4.306,60.91655644,20.98390213,-0.052603242,7.630315318,59.98123412,59.98123412
4.307,61.00502502,20.63131297,-0.027255661,7.630022517,59.98244273,59.98244273
4.308,61.2176902,21.17858069,0.092376496,7.630245246,59.98349947,59.98349947
4.309,60.85507269,20.80713597,-0.088948495,7.630247902,59.97521645,59.97521645
4.31,61.09955834,20.70764734,0.019591797,7.630017876,59.96797431,59.96797431
4.311,61.15946468,21.25418673,0.067054098,7.630318919,59.96164224,59.96164224
4.312,60.85083785,20.68620186,-0.097001777,7.630184786,59.95382789,59.95382789
4.313,61.17568954,20.82766431,0.059023346,7.63008062,59.94699552,59.94699552
4.314,61.06972605,21.21733519,0.024440407,7.630381867,59.94358014,59.94358014
4.315,60.8912848,20.61520275,-0.081218838,7.630139598,59.94059394,59.94059394
4.316,61.23636433,20.97890441,0.093180194,7.630188347,59.937983,59.937983
4.317,60.97627686,21.08214841,-0.021921449,7.630426506,59.93570016,59.93570016
4.318,60.96984573,20.60821196,-0.044433337,7.630145089,59.93655893,59.93655893
4.319,61.24670626,21.1149032,0.103336404,7.630328883,59.93730978,59.93730978
4.32,60.89358299,20.89753153,-0.067409863,7.630436609,59.94227277,59.94227277
4.321,61.05934163,20.65965925,-0.001550942,7.630180766,59.9466121,59.9466121
4.322,61.2050862,21.2262498,0.087044626,7.630468566,59.94504015,59.94504015
4.323,60.85202869,20.7576932,-0.093553316,7.630421065,59.94366573,59.94366573
4.324,61.1325912,20.76659214,0.035489382,7.630247759,59.94246403,59.94246403
4.325,61.12200247,21.25718849,0.049108481,7.630554141,59.94141334,59.94141334
4.326,60.86199286,20.6455927,-0.09395532,7.630360176,59.95102326,59.95102326
4.327,61.21046899,20.8941081,0.077214243,7.630321593,59.95942557,59.95942557
4.328,61.02888903,21.17349474,0.003644723,7.630599152,59.96148679,59.96148679
4.329,60.92198619,20.6104179,-0.068381251,7.630323552,59.963289,59.963289
4.33,61.24186085,21.04443054,0.097315531,7.630421787,59.96867356,59.96867356
4.331,60.92780182,20.99158698,-0.048205578,7.630594084,59.97338147,59.97338147
4.332,61.00586293,20.61644533,-0.028855928,7.63030394,59.97749777,59.97749777
4.333,61.2339426,21.16820346,0.099163754,7.630540934,59.9810968,59.9810968
4.334,60.86930469,20.82506152,-0.082865059,7.630580126,59.97946116,59.97946116
4.335,61.09195439,20.69357441,0.014916185,7.630357418,59.97803107,59.97803107
4.336,61.17693364,21.24211574,0.074522544,7.630661713,59.96344178,59.96344178
4.337,60.85540894,20.69470903,-0.095304763,7.630547718,59.95068584,59.95068584
4.338,61.1803422,20.81666885,0.060277573,7.630438814,59.93953285,59.93953285
4.339,61.08852428,21.23772256,0.031761504,7.630751151,59.94423691,59.94423691
4.34,60.89060002,20.61904385,-0.082377116,7.630520367,59.94834983,59.94834983
4.341,61.23064787,20.95875393,0.088171115,7.630544979,59.95194591,59.95194591
4.342,60.98168381,21.09234504,-0.020889284,7.630783161,59.94700735,59.94700735
4.343,60.95497846,20.61048119,-0.053478349,7.630489523,59.94268939,59.94268939
4.344,61.24629214,21.11057774,0.101108724,7.630654907,59.93891404,59.93891404
4.345,60.89310821,20.92177601,-0.06795607,7.630766943,59.93889918,59.93889918
4.346,61.03936451,20.65145443,-0.012064363,7.630492497,59.93888619,59.93888619
4.347,61.21258136,21.21199606,0.088899791,7.630753221,59.94061472,59.94061472
4.348,60.85408306,20.76268977,-0.093001155,7.630713997,59.94212604,59.94212604
4.349,61.13758151,20.7480999,0.03670612,7.630530503,59.94344744,59.94344744
4.35,61.13872894,21.25948164,0.055598959,7.630847246,59.94254231,59.94254231
4.351,60.86711562,20.66612929,-0.092651849,7.630674533,59.94175092,59.94175092
4.352,61.20498102,20.88987694,0.072655318,7.630620515,59.94105898,59.94105898
4.353,61.04031684,21.19363809,0.008115866,7.630906029,59.93930805,59.93930805
4.354,60.91758814,20.60681277,-0.071516707,7.630638254,59.93930805,59.93930805
4.355,61.25065355,21.03232728,0.099926553,7.630737905,59.93777716,59.93777716
4.356,60.94246582,21.02563423,-0.041502788,7.630933398,59.9439186,59.9439186
4.357,60.99555,20.62772356,-0.034038992,7.630644197,59.94928829,59.94928829
4.358,61.23670456,21.16315308,0.097752591,7.630854627,59.9539832,59.9539832
4.359,60.86968013,20.84311752,-0.083186934,7.630897031,59.95808814,59.95808814
4.36,61.08601963,20.68942219,0.010345637,7.630650588,59.96255284,59.96255284
4.361,61.1786788,21.24960531,0.073396739,7.630943112,59.9664565,59.9664565
4.362,60.84988626,20.71224638,-0.09867385,7.630831702,59.9735051,59.9735051
4.363,61.16222325,20.80382508,0.049551402,7.630692106,59.97966795,59.97966795
4.364,61.0916321,21.23966578,0.03267579,7.630991299,59.974118,59.974118
4.365,60.87861523,20.6279966,-0.088759284,7.630756185,59.96926548,59.96926548
4.366,61.22908103,20.95383159,0.085911579,7.630763687,59.96502275,59.96502275
4.367,60.99556535,21.12551511,-0.014201342,7.631011393,59.96131317,59.96131317
4.368,60.94991051,20.6092732,-0.056468527,7.630720553,59.96040193,59.96040193
4.369,61.24615929,21.09307311,0.099260416,7.630865629,59.95960519,59.95960519
4.37,60.90188334,20.94005118,-0.064205726,7.630990855,59.96035943,59.96035943
4.371,61.03499467,20.65313397,-0.016107106,7.630706169,59.96101889,59.96101889
4.372,61.21296111,21.21835795,0.088222807,7.630962171,59.96266827,59.96266827
4.373,60.85335766,20.79142529,-0.094027162,7.630932203,59.96411038,59.96411038
4.374,61.12018501,20.74775453,0.026920858,7.630728306,59.96537127,59.96537127
4.375,61.14596175,21.26822533,0.05847904,7.631033176,59.96647372,59.96647372
4.376,60.86042167,20.67309367,-0.096177456,7.630865486,59.96808805,59.96808805
4.377,61.20331268,20.87620912,0.071342405,7.630797463,59.96949952,59.96949952
4.378,61.05622793,21.21458785,0.015217337,7.631091197,59.9617746,59.9617746
4.379,60.91356516,20.62917985,-0.07376078,7.630831625,59.95502041,59.95502041
4.38,61.2432286,21.02922244,0.095068681,7.630905598,59.94911498,59.94911498
4.381,60.9510695,21.04582659,-0.037865474,7.631107989,59.95323769,59.95323769
4.382,60.98878277,20.6198621,-0.038606345,7.630811889,59.95684232,59.95684232
4.383,61.24055176,21.15687755,0.099066207,7.631019431,59.95999398,59.95999398
4.384,60.87532365,20.8715136,-0.080503917,7.631077942,59.95946095,59.95946095
4.385,61.06938876,20.6877283,0.001432406,7.6308206,59.9589949,59.9589949
4.386,61.18549877,21.24723765,0.076109628,7.631097467,59.95858741,59.95858741
4.387,60.8463314,20.72856454,-0.100061894,7.630994513,59.94994166,59.94994166
4.388,61.15999375,20.79744776,0.047475704,7.630838525,59.94238236,59.94238236
4.389,61.10440321,21.2605542,0.037700799,7.631140335,59.93135102,59.93135102
4.39,60.8744649,20.64142164,-0.091158539,7.630914085,59.92170593,59.92170593
4.391,61.21971898,20.94080452,0.080232445,7.630896993,59.91327287,59.91327287
4.392,61.00359834,21.14404114,-0.010865628,7.63114764,59.91523391,59.91523391
4.393,60.9401903,20.62149212,-0.06216845,7.630854738,59.91694852,59.91694852
4.394,61.25261801,21.0960405,0.102040552,7.630993824,59.91844766,59.91844766
4.395,60.9144048,20.97266857,-0.057901205,7.631140609,59.92271402,59.92271402
4.396,61.02828099,20.64925221,-0.019302837,7.630861186,59.92644425,59.92644425
4.397,61.22747041,21.20693666,0.094593968,7.631111449,59.92761678,59.92761678
4.398,60.86081023,20.80638747,-0.090266098,7.631106453,59.92864196,59.92864196
4.399,61.11955886,20.73636448,0.026171822,7.630896731,59.92953831,59.92953831
4.4,61.15347437,21.27045462,0.060841318,7.631204334,59.93032203,59.93032203
4.401,60.85504014,20.6916847,-0.098888491,7.631045508,59.9351436,59.9351436
4.402,61.18480646,20.86820418,0.061134857,7.630945977,59.93935928,59.93935928
4.403,61.05562506,21.23024701,0.014138702,7.63122472,59.93643064,59.93643064
4.404,60.89568414,20.6248246,-0.082634441,7.630951147,59.93387003,59.93387003
4.405,61.24142081,21.01365236,0.092987272,7.631001839,59.92835735,59.92835735
4.406,60.95873933,21.07820868,-0.03402547,7.63120829,59.92353741,59.92353741
4.407,60.97345092,20.63599181,-0.045822604,7.630904343,59.91932316,59.91932316
4.408,61.24032448,21.15620686,0.097175873,7.631081368,59.91563849,59.91563849
4.409,60.87706439,20.89364958,-0.078965978,7.631147527,59.92052974,59.92052974
4.41,61.06566698,20.68413836,-0.00110097,7.630878237,59.92480633,59.92480633
4.411,61.19338117,21.25190461,0.079288993,7.63115869,59.92754198,59.92754198
4.412,60.84941735,20.75194374,-0.098321903,7.631077553,59.92993386,59.92993386
4.413,61.14867243,20.79221696,0.041188334,7.630909907,59.9261629,59.9261629
4.414,61.11397572,21.26700035,0.042639427,7.631211883,59.92286581,59.92286581
4.415,60.87022291,20.65559357,-0.093218253,7.630997589,59.92286581,59.92286581
4.416,61.22382588,20.93535401,0.081328942,7.630973935,59.91998305,59.91998305
4.417,61.02031937,21.17731177,-0.002887667,7.631242363,59.91746254,59.91746254
4.418,60.93570009,20.62092838,-0.064383831,7.630958735,59.92363543,59.92363543
4.419,61.24867881,21.07735261,0.098313673,7.631075845,59.92903261,59.92903261
4.42,60.91958727,20.99177751,-0.055577653,7.631231422,59.92753905,59.92753905
4.421,61.01743224,20.65525124,-0.025327451,7.630938072,59.92623318,59.92623318
4.422,61.22801113,21.21337402,0.094412848,7.631177673,59.92509141,59.92509141
4.423,60.86094,20.83779006,-0.089890453,7.631182757,59.9265885,59.9265885
4.424,61.10107918,20.73744953,0.016959391,7.630953075,59.92789747,59.92789747
4.425,61.16070006,21.27764548,0.064116437,7.631244502,59.92904195,59.92904195
4.426,60.85007646,20.70672767,-0.100796397,7.631092194,59.93268511,59.93268511
4.427,61.18301858,20.85977589,0.059595195,7.630979358,59.93587046,59.93587046
4.428,61.07016222,21.25107551,0.021052716,7.631268804,59.93865553,59.93865553
4.429,60.88996249,20.64895963,-0.085227586,7.631006646,59.93820413,59.93820413
4.43,61.22774644,21.01045671,0.085113942,7.631030159,59.93780946,59.93780946
4.431,60.96346992,21.09755685,-0.031621843,7.631239344,59.93756579,59.93756579
4.432,60.96464572,20.62426372,-0.050828677,7.63092882,59.93735275,59.93735275
4.433,61.24702985,21.14142788,0.100363917,7.631104675,59.93716648,59.93716648
4.434,60.8885964,20.92159771,-0.072627417,7.631195889,59.9318621,59.9318621
4.435,61.05436548,20.68338461,-0.006998284,7.630924886,59.92722429,59.92722429
4.436,61.20450171,21.2458486,0.084327793,7.631193203,59.92316929,59.92316929
4.437,60.85039553,20.76445929,-0.097513458,7.631127014,59.93356988,59.93356988
4.438,61.14583294,20.78170096,0.039472853,7.630949078,59.94266351,59.94266351
4.439,61.12681327,21.27913177,0.048197301,7.631258603,59.9377247,59.9377247
4.44,60.86531513,20.67001796,-0.09568987,7.631058559,59.93340652,59.93340652
4.441,61.20538717,20.92103464,0.072156101,7.631008463,59.92963098,59.92963098
4.442,61.02074938,21.18820984,-0.00284481,7.631270299,59.92632989,59.92632989
4.443,60.91842483,20.62815905,-0.072894092,7.630974415,59.91802073,59.91802073
4.444,61.24491935,21.07201825,0.09681492,7.631069579,59.91075573,59.91075573
4.445,60.92470312,21.02025506,-0.052401566,7.63122906,59.9182749,59.9182749
4.446,60.99973628,20.64430476,-0.033392074,7.630922091,59.92484919,59.92484919
4.447,61.22865572,21.19129669,0.094046141,7.631131618,59.92353421,59.92353421
4.448,60.85901089,20.84460042,-0.090149773,7.631140722,59.92238448,59.92238448
4.449,61.09215484,20.72091654,0.012342718,7.630892498,59.92137922,59.92137922
4.45,61.16796438,21.27249998,0.066939692,7.631183362,59.92050029,59.92050029
4.451,60.84874931,20.72210056,-0.100415048,7.631050189,59.92114646,59.92114646
4.452,61.16929452,20.84768635,0.052635602,7.630921338,59.92171143,59.92171143
4.453,61.0790955,21.25956256,0.025673004,7.631214102,59.92989456,59.92989456
4.454,60.88362113,20.64354763,-0.087834222,7.630961944,59.93704936,59.93704936
4.455,61.23525074,20.98980513,0.088715265,7.630982001,59.93423406,59.93423406
4.456,60.97940252,21.12305282,-0.023119385,7.631211061,59.93177253,59.93177253
4.457,60.95385638,20.63921929,-0.055632743,7.630905489,59.92962033,59.92962033
4.458,61.24408609,21.1364777,0.097947837,7.631051448,59.92773859,59.92773859
4.459,60.88573996,20.93740972,-0.073376067,7.631143748,59.92509084,59.92509084
4.46,61.03926466,20.67042133,-0.014417348,7.630848587,59.92277582,59.92277582
4.461,61.19970728,21.23668886,0.081881866,7.631101424,59.92813318,59.92813318
4.462,60.84346357,20.78278069,-0.100115805,7.631040123,59.93281732,59.93281732
4.463,61.12111824,20.77089053,0.02785776,7.630832047,59.93691283,59.93691283
4.464,61.12606284,21.27689463,0.048881888,7.631121822,59.92958555,59.92958555
4.465,60.85328917,20.67622446,-0.100331145,7.63091968,59.92317904,59.92317904
4.466,61.20239648,20.90511063,0.070633634,7.630848209,59.91757759,59.91757759
4.467,61.03280574,21.21210842,0.003407366,7.631115776,59.91246762,59.91246762
4.468,60.90976627,20.62314971,-0.075974818,7.630826513,59.90799978,59.90799978
4.469,61.23922752,21.04439282,0.092794705,7.630897338,59.90409339,59.90409339
4.47,60.93076011,21.02917349,-0.048551758,7.631068568,59.90580986,59.90580986
4.471,60.99027189,20.64324257,-0.037587837,7.630757985,59.90731064,59.90731064
4.472,61.23230474,21.18744065,0.096105764,7.630967322,59.91461046,59.91461046
4.473,60.86859441,20.86988087,-0.083832859,7.631004806,59.92099296,59.92099296
4.474,61.08333782,20.71416259,0.008836388,7.630758542,59.92657341,59.92657341
4.475,61.18280135,21.26799548,0.075247973,7.631050405,59.93022405,59.93022405
4.476,60.85056745,20.73015923,-0.098257996,7.630939582,59.93022405,59.93022405
4.477,61.17170691,20.82867604,0.053308008,7.630805813,59.93341593,59.93341593
4.478,61.09511796,21.26562946,0.034029733,7.631113276,59.93620671,59.93620671
4.479,60.87971147,20.65546554,-0.089149258,7.630879112,59.92720446,59.92720446
4.48,61.22216535,20.97358457,0.081380278,7.630875443,59.91933346,59.91933346
4.481,60.98407607,21.13320434,-0.020553494,7.631109821,59.93212808,59.93212808
4.482,60.94036756,20.61702026,-0.0622492,7.630797475,59.94331488,59.94331488
4.483,61.24027704,21.10549311,0.09682627,7.630932256,59.95309591,59.95309591
4.484,60.89268023,20.95304427,-0.068811133,7.631038692,59.96164781,59.96164781
4.485,61.02395627,20.66059792,-0.021211234,7.630735942,59.96689453,59.96689453
4.486,61.20715366,21.21946133,0.085551483,7.630970521,59.97148192,59.97148192
4.487,60.84629839,20.7855184,-0.097718821,7.630923826,59.97178007,59.97178007
4.488,61.12128607,20.7483865,0.027999472,7.630710245,59.97204075,59.97204075
4.489,61.14553808,21.2758237,0.057954076,7.631016642,59.97897317,59.97897317
4.49,60.86021949,20.68310953,-0.096350936,7.630849252,59.98503444,59.98503444
4.491,61.1973389,20.88234404,0.067996751,7.630777568,59.99033403,59.99033403
4.492,61.04983889,21.21294683,0.011968685,7.631068699,59.99496766,59.99496766
4.493,60.90849207,20.62475717,-0.076011906,7.630800823,59.99295897,59.99295897
4.494,61.24765617,21.03179489,0.097386981,7.63087856,59.99120271,59.99120271
4.495,60.95217946,21.05322467,-0.037158243,7.631080976,59.98438149,59.98438149
4.496,60.98653894,20.62558256,-0.039239411,7.630785069,59.97841746,59.97841746
4.497,61.24124965,21.15512905,0.099639982,7.630985887,59.97198591,59.97198591
4.498,60.87128162,20.86702556,-0.081927443,7.631039017,59.96636258,59.96636258
4.499,61.07205275,20.6885631,0.002412584,7.630776391,59.96144589,59.96144589
4.5,61.18453098,21.24939102,0.075063517,7.631058527,59.95714705,59.95714705
4.501,60.84481035,20.73421997,-0.10061538,7.630956758,59.94826749,59.94826749
4.502,61.15197855,20.80316968,0.043538953,7.630797069,59.94050377,59.94050377
4.503,61.09924064,21.25838367,0.035984648,7.631095066,59.93765637,59.93765637
4.504,60.87195244,20.64004205,-0.092719379,7.630863803,59.93516678,59.93516678
4.505,61.22758018,20.94274824,0.08469455,7.630852549,59.93299005,59.93299005
4.506,61.00639502,21.14847368,-0.009529632,7.631107889,59.93337139,59.93337139
4.507,60.94072663,20.62222751,-0.061553855,7.630816939,59.93370482,59.93370482
4.508,61.24896557,21.09208434,0.100250626,7.630945651,59.93399634,59.93399634
4.509,60.90580468,20.96235913,-0.062279079,7.631080082,59.93646043,59.93646043
4.51,61.02337723,20.6401308,-0.021685655,7.630785114,59.93861487,59.93861487
4.511,61.21935948,21.20153436,0.090763107,7.631033677,59.94049857,59.94049857
4.512,60.85755533,20.7980797,-0.091522178,7.631023497,59.94525933,59.94525933
4.513,61.11134228,20.72672765,0.022994977,7.630808658,59.94942183,59.94942183
4.514,61.15465371,21.25792307,0.062271028,7.631113017,59.95632704,59.95632704
4.515,60.85559451,20.67561249,-0.098003152,7.630953192,59.96236451,59.96236451
4.516,61.19862294,20.85374343,0.067688038,7.630864489,59.9676433,59.9676433
4.517,61.06583913,21.22055911,0.019124102,7.631162461,59.96315579,59.96315579
4.518,60.90384105,20.61134359,-0.078270216,7.630906216,59.95923219,59.95923219
4.519,61.24453758,20.99604756,0.094107872,7.630962904,59.95580165,59.95580165
4.52,60.95772982,21.05250126,-0.034334182,7.631175814,59.9581633,59.9581633
4.521,60.975019,20.61768825,-0.045430995,7.630873686,59.96022817,59.96022817
4.522,61.24378624,21.14331704,0.099973489,7.631065779,59.95583022,59.95583022
4.523,60.88220979,20.8868985,-0.076137567,7.631143949,59.95198494,59.95198494
4.524,61.06509841,20.6754897,-0.001214099,7.630883073,59.94862286,59.94862286
4.525,61.19838231,21.23811529,0.081972167,7.631163333,59.94568328,59.94568328
4.526,60.84895046,20.73896624,-0.098634267,7.631080461,59.94685887,59.94685887
4.527,61.15615383,20.78191986,0.044283635,7.630913517,59.94788674,59.94788674
4.528,61.11740369,21.25883181,0.044014753,7.631225332,59.94807537,59.94807537
