t|Main,Q_g8|LM2500_8,V_g8|LM2500_8,freq_gt_8|LM2500_8,Vlow_gt_8|LM2500_8,P_g8|LM2500_8
11.56,2.224866947,1.011870572,59.61363001,1.006359074,7.702878002
11.561,2.172982946,1.011972161,59.62242642,1.007628987,7.672509529
11.562,2.196825356,1.011686928,59.62341883,1.007581421,7.694052441
11.563,2.211492351,1.011899236,59.62428653,1.006438897,7.674862007
11.564,2.166088559,1.011866479,59.62504519,1.007842215,7.660587017
11.565,2.207724911,1.011630755,59.62549529,1.006906439,7.684697314
11.566,2.199843138,1.011927697,59.62588883,1.006618641,7.655215358
11.567,2.17000288,1.011786006,59.61471683,1.00795123,7.652588614
11.568,2.211261604,1.011626548,59.60494873,1.006387858,7.672023184
11.569,2.178867245,1.011892368,59.59640813,1.006841935,7.641315992
11.57,2.170085561,1.011597097,59.57986309,1.007940467,7.65648334
11.571,2.223077125,1.011585168,59.56539716,1.006091474,7.665961052
11.572,2.176341914,1.011813443,59.55274906,1.007075113,7.633133365
11.573,2.188376491,1.011510711,59.53152244,1.007712149,7.652945685
11.574,2.226374564,1.011604732,59.51296323,1.006021434,7.648470375
11.575,2.17794369,1.011740985,59.49673625,1.007318826,7.623530179
11.576,2.208360245,1.011475717,59.4765234,1.00727408,7.648442649
11.577,2.231406584,1.011648427,59.45885058,1.006153492,7.628846024
11.578,2.188960634,1.011672617,59.44339859,1.007541768,7.610316237
11.579,2.224209427,1.011403364,59.4295198,1.006601206,7.632932185
11.58,2.214962741,1.011723153,59.41738507,1.006318326,7.604826693
11.581,2.186687335,1.011544881,59.40845436,1.007651223,7.604797258
11.582,2.237749171,1.011394,59.40064591,1.006064927,7.622535062
11.583,2.20730209,1.011655585,59.3938187,1.006508055,7.587866676
11.584,2.197835263,1.011404736,59.3968753,1.007613032,7.597927174
11.585,2.239818622,1.011378474,59.39954779,1.005794308,7.606963371
11.586,2.193455849,1.011565857,59.40188446,1.006760531,7.577212982
11.587,2.20534383,1.011281976,59.41264954,1.007419794,7.600520102
11.588,2.248586559,1.011336357,59.42206185,1.005792157,7.596606487
11.589,2.196834468,1.011440515,59.43029137,1.007071196,7.570244146
11.59,2.220958094,1.011142382,59.44887741,1.007012516,7.595283248
11.591,2.237374632,1.011362244,59.46512787,1.005882047,7.579753811
11.592,2.194301367,1.011360769,59.47933623,1.007307747,7.567757201
11.593,2.238791704,1.011118844,59.49632567,1.006388512,7.592556747
11.594,2.235643916,1.011426683,59.51118016,1.006086318,7.564219224
11.595,2.208700798,1.011310963,59.52826071,1.007438494,7.561345819
11.596,2.250690427,1.011162607,59.54319487,1.005890833,7.580335309
11.597,2.220361765,1.011424569,59.55625234,1.006334041,7.54839033
11.598,2.21319988,1.011203173,59.56962143,1.007427931,7.561855973
11.599,2.266983096,1.011117645,59.58131051,1.005674679,7.569393055
11.6,2.221301876,1.011303489,59.59153069,1.006616651,7.535618215
11.601,2.230010727,1.011005605,59.59615458,1.007253195,7.554771262
11.602,2.264745312,1.011100515,59.60019741,1.005595029,7.551061918
11.603,2.215415696,1.011198211,59.6037322,1.006877176,7.52773843
11.604,2.245802413,1.010926767,59.60893492,1.006874256,7.553372103
11.605,2.269208538,1.011119696,59.61348384,1.005711575,7.53582917
11.606,2.225063239,1.01114733,59.61746113,1.007116176,7.519392978
11.607,2.259762151,1.010853544,59.61083276,1.006205025,7.543582751
11.608,2.251458639,1.011157023,59.60503734,1.005877318,7.517164573
11.609,2.223522727,1.010993721,59.59550251,1.007240024,7.518435271
11.61,2.276522679,1.010834136,59.58716585,1.005666236,7.536821782
11.611,2.24897359,1.011114885,59.57987682,1.006106221,7.503111607
11.612,2.240052247,1.010874091,59.55975758,1.007227111,7.512887966
11.613,2.282804394,1.010845569,59.5421666,1.005407873,7.522220071
11.614,2.239065379,1.011037391,59.52678617,1.006375698,7.492541017
11.615,2.251260939,1.010777448,59.5061755,1.007046841,7.514637572
11.616,2.295559887,1.010824224,59.48815485,1.005378019,7.510400685
11.617,2.244970588,1.01094581,59.47239874,1.006640509,7.483443662
11.618,2.267975515,1.010668953,59.45411048,1.006611826,7.507855169
11.619,2.285359934,1.010856627,59.4381204,1.005459603,7.492116037
11.62,2.243036305,1.01084309,59.42413968,1.006871081,7.479880197
11.621,2.289193298,1.010589714,59.41237532,1.00596716,7.503629019
11.622,2.288555486,1.010902769,59.40208931,1.005649578,7.47450865
11.623,2.263359643,1.010771927,59.40149803,1.007013199,7.469518931
11.624,2.306239758,1.010583306,59.40098105,1.005464778,7.485788999
11.625,2.278216197,1.010852182,59.40052903,1.005875649,7.452205886
11.626,2.269260312,1.010608853,59.40462337,1.00701431,7.46281936
