t|Main,P_g6|LM2500_6,Q_g6|LM2500_6,V_g6|LM2500_6,freq_gt_6|LM2500_6,Vlow_gt_6|LM2500_6
4.181,7.237609517,2.927830961,1.005001854,59.9829233,0.999932379
4.182,7.250017807,2.910174877,1.004971034,59.98315509,1.001159286
4.183,7.266027964,2.962055872,1.004959416,59.98335775,0.999421113
4.184,7.238355852,2.919513549,1.00499426,59.98353494,1.000301463
4.185,7.25810275,2.924754954,1.004977164,59.98258872,1.001062212
4.186,7.260819287,2.964282137,1.004976969,59.98176141,0.999374779
4.187,7.238860395,2.914889836,1.004982911,59.98103806,1.00066933
4.188,7.264493373,2.94118839,1.004965501,59.98155663,1.000702737
4.189,7.252046903,2.96567567,1.004982507,59.98201003,0.999526957
4.19,7.236731984,2.920820803,1.004985349,59.98240646,1.000966595
4.191,7.260849828,2.956752787,1.004955689,59.98151691,1.0000394
4.192,7.237415887,2.947702195,1.00499566,59.98073915,0.999788663
4.193,7.239710988,2.913695371,1.004973776,59.98057484,1.001138077
4.194,7.26067105,2.958765595,1.00496753,59.98043119,0.999547138
4.195,7.234056077,2.921941614,1.004985111,59.98030558,1.000104764
4.196,7.250682956,2.91273414,1.004969862,59.97916612,1.001154223
4.197,7.26368039,2.954884286,1.004968939,59.97816984,0.999386315
4.198,7.241526958,2.907727763,1.004997693,59.97729876,1.000483223
4.199,7.269536754,2.919632792,1.004962577,59.97760758,1.00096777
4.2,7.268785341,2.956083248,1.004991335,59.97787758,0.999441129
4.201,7.251541626,2.905506595,1.005010296,59.97811366,1.000821998
4.202,7.279551737,2.93692874,1.004981811,59.97659629,1.000451108
4.203,7.26422853,2.946512342,1.005006537,59.97526961,0.999653286
4.204,7.259193286,2.90981875,1.004971892,59.97538055,1.001089669
4.205,7.28297405,2.956442607,1.004958248,59.97547755,0.999785726
4.206,7.256123382,2.937909178,1.004996149,59.97556236,0.999944845
4.207,7.261801296,2.920111886,1.004989755,59.97352214,1.001200321
4.208,7.276422176,2.965592218,1.004968492,59.9717383,0.999455821
4.209,7.247933847,2.926635248,1.004996441,59.97017862,1.000301785
4.21,7.267187342,2.928136653,1.004977779,59.97105376,1.001109756
4.211,7.269142521,2.972433098,1.004978729,59.97181893,0.99937757
4.212,7.243664744,2.918926357,1.004983715,59.97248795,1.000629652
4.213,7.267833047,2.939413471,1.004964214,59.97019508,1.000738069
4.214,7.257485993,2.960898435,1.004974664,59.96819035,0.999513172
4.215,7.24443752,2.913630083,1.004989111,59.96822444,1.000940672
4.216,7.270753169,2.950872719,1.004951087,59.96825424,1.000099279
4.217,7.248959965,2.94655692,1.004970958,59.9682803,0.999781885
4.218,7.247958778,2.916378938,1.004972095,59.96648364,1.0011508
4.219,7.26906144,2.958576691,1.004949124,59.96491275,0.999614373
4.22,7.242121876,2.927470875,1.004984978,59.96353927,1.000111921
4.221,7.257151059,2.916596657,1.00496638,59.96271095,1.001190425
4.222,7.267302365,2.965486267,1.004959447,59.96198672,0.999385811
4.223,7.239967233,2.916775381,1.004997676,59.96077721,1.000433215
4.224,7.261998254,2.927932727,1.004961494,59.95971969,1.00096942
4.225,7.25974969,2.961378713,1.004976325,59.95879507,0.999421421
4.226,7.241255181,2.91091986,1.004995371,59.95708421,1.000790786
4.227,7.268565493,2.940513655,1.004978171,59.95558835,1.000497469
4.228,7.25328225,2.953384953,1.005008987,59.95428047,0.999630653
4.229,7.244320299,2.912709482,1.004999059,59.95233264,1.001069911
4.23,7.268909939,2.951969934,1.004980239,59.95062959,0.999843497
4.231,7.244206739,2.934713906,1.005011045,59.95062959,0.999923468
4.232,7.251727763,2.9129379,1.004992912,59.94914055,1.001185419
4.233,7.268012893,2.963055492,1.004963239,59.94721964,0.99944337
4.234,7.238986093,2.922041365,1.004989294,59.94554013,1.000228306
4.235,7.256252362,2.921994998,1.004977741,59.94292902,1.00108757
4.236,7.261340909,2.962332591,1.004988594,59.94064603,0.999363489
4.237,7.238124311,2.912990637,1.004994843,59.93864993,1.000590239
4.238,7.264334343,2.932956245,1.004959762,59.93762218,1.000784702
4.239,7.255900947,2.960491828,1.004976499,59.93672357,0.999495264
4.24,7.240048766,2.911165145,1.005013349,59.93593789,1.000915465
4.241,7.266384803,2.944891525,1.004973383,59.93209687,1.000173523
4.242,7.246314851,2.942329407,1.005009458,59.92873852,0.999730315
4.243,7.246203004,2.909176212,1.00499951,59.9258022,1.001124188
4.244,7.267702749,2.956888333,1.004988592,59.92350348,0.999619099
4.245,7.239204211,2.928200378,1.005023134,59.92149362,1.000035634
4.246,7.250056908,2.917489201,1.004987057,59.9180657,1.001170617
4.247,7.261978562,2.960891459,1.004982815,59.91506855,0.999388368
4.248,7.23574265,2.914919833,1.005015962,59.91244803,1.000406681
4.249,7.259126443,2.92326549,1.004994653,59.90928919,1.001012166
4.25,7.258042742,2.962367016,1.005002175,59.9065273,0.99939367
4.251,7.23662691,2.9096006,1.005013892,59.90411248,1.000748764
4.252,7.262790737,2.937125674,1.004989515,59.90189816,1.00054098
4.253,7.248559337,2.950432162,1.005019413,59.89996209,0.999566802
4.254,7.240135815,2.90888498,1.005011497,59.89826932,1.001016216
4.255,7.264699148,2.951747585,1.004988701,59.89441669,0.999859211
4.256,7.238888611,2.937024513,1.005016983,59.89104819,0.999859641
4.257,7.241789752,2.915953148,1.005010995,59.89033825,1.001166517
4.258,7.258800311,2.96021747,1.004996315,59.88971752,0.999486724
4.259,7.230431224,2.923757557,1.005006525,59.8891748,1.000212639
4.26,7.248217995,2.920293463,1.004986979,59.88548604,1.001127004
4.261,7.253113103,2.966007363,1.004995164,59.88226083,0.999352071
4.262,7.226766404,2.911962469,1.005024307,59.87944091,1.000533889
4.263,7.250556123,2.931225237,1.004987183,59.88101475,1.000805309
4.264,7.242746028,2.958492216,1.005009225,59.88239082,0.999420244
4.265,7.22721297,2.911183639,1.005018291,59.87928855,1.000845584
4.266,7.253317602,2.946128241,1.004985906,59.87657612,1.000212467
4.267,7.232797619,2.946833588,1.005016624,59.87420454,0.999686199
4.268,7.228053393,2.915772754,1.005012348,59.87738076,1.001103353
4.269,7.249586524,2.958426662,1.004982844,59.88015785,0.999661111
4.27,7.221758685,2.933677709,1.005024648,59.88258595,1.000013653
4.271,7.232682981,2.918523505,1.004993506,59.88082098,1.00117022
4.272,7.243433571,2.967355526,1.00498239,59.8792778,0.999366926
4.273,7.214159202,2.918282226,1.00500455,59.87792854,1.000333112
4.274,7.234896079,2.921114918,1.00497743,59.87595424,1.000977092
4.275,7.237243985,2.952715458,1.004980215,59.87422804,0.999325802
4.276,7.220141711,2.898572632,1.004992821,59.87746639,1.000667187
4.277,7.251465138,2.922814453,1.004987124,59.8802978,1.00055941
4.278,7.242505989,2.940393305,1.005010549,59.8827734,0.999556188
4.279,7.234470187,2.897591917,1.005014155,59.88218936,1.000993751
4.28,7.264062695,2.934163269,1.004984491,59.88167872,0.999929245
4.281,7.244273143,2.922981373,1.005029805,59.88123224,0.999854575
4.282,7.251747611,2.899395329,1.005036739,59.8864198,1.001162873
4.283,7.271249648,2.952059831,1.005022551,59.89095548,0.999488936
4.284,7.242588439,2.917388995,1.005055073,59.89492119,1.000146556
4.285,7.257039847,2.916654148,1.005017977,59.89512868,1.001111293
4.286,7.263560541,2.96022887,1.005035449,59.89531011,0.999333874
4.287,7.237438411,2.914059645,1.005055807,59.90022831,1.000491751
4.288,7.2608732,2.931531405,1.005011665,59.90452848,1.000846294
4.289,7.252820148,2.964159577,1.005025618,59.90828827,0.999441297
4.29,7.233079099,2.911194758,1.005031398,59.9139494,1.000836498
4.291,7.259588581,2.937486904,1.00500512,59.91889913,1.00028905
4.292,7.243051083,2.936281805,1.005031691,59.91889913,0.99965034
4.293,7.242775398,2.898271144,1.005009377,59.92322687,1.001074468
4.294,7.268637477,2.944396123,1.004988363,59.92555118,0.999663735
4.295,7.243303014,2.921363763,1.005033809,59.92758341,0.99995776
4.296,7.253641658,2.906233563,1.005018969,59.92936026,1.001159139
4.297,7.270205337,2.949677248,1.005004029,59.93279719,0.999395666
4.298,7.24492285,2.907550773,1.005019025,59.93580222,1.000331143
4.299,7.267790079,2.914675343,1.005002291,59.93812349,1.001053502
4.3,7.269170023,2.959425125,1.005007642,59.94015307,0.999398044
4.301,7.244905011,2.908472464,1.005012854,59.9419276,1.000692984
4.302,7.269713761,2.932204246,1.004987245,59.94360834,1.000667533
4.303,7.257372988,2.949300085,1.005007146,59.94507787,0.999538684
4.304,7.246314976,2.904916363,1.00502423,59.94636274,1.000974064
4.305,7.271273155,2.946825174,1.005004104,59.94842916,0.999998503
4.306,7.246137017,2.939066148,1.005036011,59.9502359,0.999810831
4.307,7.245559239,2.912492086,1.005035904,59.9518156,1.001157878
4.308,7.264613682,2.953646293,1.005024331,59.95288191,0.99955322
4.309,7.236859884,2.919040753,1.005061056,59.95381423,1.000158284
4.31,7.253532598,2.911656943,1.005032074,59.95498223,1.001181313
4.311,7.261276854,2.960605115,1.005030336,59.95600345,0.999383538
4.312,7.233412235,2.90868074,1.005063531,59.95689634,1.000498446
4.313,7.256114407,2.921712111,1.00503361,59.95875025,1.00092591
4.314,7.251820419,2.949832042,1.005036083,59.96037119,0.999435389
4.315,7.235529199,2.900920472,1.005025683,59.96178843,1.000843987
4.316,7.262953819,2.934442244,1.005004871,59.96187241,1.000411905
4.317,7.245007887,2.942682725,1.005035096,59.96194583,0.999681957
4.318,7.237418108,2.905586394,1.005025054,59.96379138,1.001118806
4.319,7.261196668,2.943938298,1.004999375,59.96540501,0.999797305
4.32,7.235944737,2.922212149,1.005041439,59.96681587,1.000022007
4.321,7.246446168,2.903372076,1.005033581,59.96616134,1.001242298
4.322,7.260871384,2.955230825,1.00502417,59.96558906,0.999472515
4.323,7.231349123,2.911820637,1.005046458,59.9650887,1.000337309
4.324,7.24946755,2.915486556,1.005034209,59.96723215,1.001105047
4.325,7.252300427,2.952765915,1.005028366,59.96910625,0.999422396
4.326,7.230440918,2.902643761,1.005054783,59.97074484,1.00069101
4.327,7.257313101,2.926449115,1.005019236,59.9701224,1.000765296
4.328,7.246171801,2.951127479,1.005029871,59.96957818,0.999594652
4.329,7.231089971,2.905520809,1.005041862,59.97088436,1.001013521
4.33,7.256835427,2.938960979,1.004998746,59.9720264,1.000123313
4.331,7.235417905,2.930634339,1.005039117,59.97302493,0.999852675
4.332,7.238311978,2.900177369,1.005031662,59.9727886,1.001215452
4.333,7.258155204,2.950706141,1.005018304,59.97258196,0.999624011
4.334,7.228785106,2.918507077,1.005064741,59.9724013,1.000147963
4.335,7.240850025,2.910143612,1.005033162,59.97357083,1.001207689
4.336,7.25085816,2.951477971,1.005026564,59.9745934,0.999444019
4.337,7.225412583,2.904466209,1.005051113,59.97548747,1.000523521
4.338,7.24990415,2.917281765,1.00502426,59.97544314,1.001014825
4.339,7.246287546,2.954503468,1.005031439,59.97540439,0.999516075
4.34,7.225481644,2.901673987,1.005030372,59.97643884,1.000880693
4.341,7.252073967,2.928525968,1.005010869,59.97734329,1.000524338
4.342,7.236901005,2.935318395,1.00504141,59.97813409,0.999712762
4.343,7.232051404,2.896104795,1.005041429,59.97759748,1.001138423
4.344,7.256592379,2.942570377,1.005006837,59.9771283,0.999866865
4.345,7.229869815,2.925159081,1.005040551,59.97671808,0.999989448
4.346,7.235190652,2.905809803,1.005039054,59.97750704,1.001238978
4.347,7.251933763,2.948611356,1.005036671,59.97819685,0.999544415
4.348,7.22457538,2.908305063,1.005054303,59.97788983,1.000345858
4.349,7.244840568,2.909908349,1.005026885,59.97762139,1.001183019
4.35,7.248372087,2.955778377,1.005030978,59.97738668,0.999485715
4.351,7.222727771,2.903878581,1.005055259,59.97738668,1.000710326
4.352,7.247431201,2.922985428,1.005009643,59.97779269,1.000855529
4.353,7.238792247,2.943776062,1.005033141,59.97814768,0.999582998
4.354,7.226719389,2.89548914,1.005048139,59.97845806,1.001011834
4.355,7.253478189,2.935132595,1.005021052,59.97847452,1.000235203
4.356,7.231516976,2.933604437,1.005052959,59.9784889,0.999830335
4.357,7.229116824,2.903197019,1.0050318,59.97850148,1.001222505
4.358,7.251079211,2.944324549,1.005012476,59.97864138,0.999703135
4.359,7.224289772,2.913784174,1.005052871,59.9787637,1.000165255
4.36,7.239114551,2.902584528,1.005035019,59.97893405,1.001272065
4.361,7.249920474,2.953447452,1.005017341,59.97908299,0.999484561
4.362,7.221599649,2.905071245,1.0050375,59.97921322,1.000518788
4.363,7.24325815,2.91514787,1.005020889,59.9792958,1.001068594
4.364,7.24197681,2.947376739,1.005031743,59.97936801,0.999480236
4.365,7.223733162,2.897801972,1.005035356,59.97943114,1.000843509
4.366,7.250642198,2.930495219,1.005008087,59.9792403,1.000605854
4.367,7.234333046,2.946124574,1.005031567,59.97907344,0.999699444
4.368,7.22287919,2.905847362,1.005038438,59.97892755,1.001127828
4.369,7.246600606,2.943827193,1.004999684,59.97896958,0.999941299
4.37,7.221335178,2.926739543,1.005019821,59.97900633,0.999979184
4.371,7.228752821,2.900478932,1.004998416,59.97892128,1.00125691
4.372,7.245996079,2.949496287,1.004991713,59.97884692,0.99955973
4.373,7.217644529,2.907594058,1.005027453,59.9787819,1.000305263
4.374,7.236047091,2.905954503,1.005002672,59.9787955,1.001200068
4.375,7.243937208,2.944936376,1.005011374,59.97880738,0.999449751
4.376,7.222612518,2.895885251,1.005037191,59.97881778,1.000657791
4.377,7.250392984,2.916080318,1.005008631,59.97919784,1.000907423
4.378,7.243276558,2.94629747,1.005020232,59.97953013,0.999605751
4.379,7.226877792,2.899106019,1.005020281,59.97982067,1.001018774
4.38,7.253362603,2.932681508,1.004996507,59.97925572,1.000312484
4.381,7.233871817,2.931355012,1.005048618,59.97876177,0.999828051
4.382,7.233200012,2.897997495,1.005022929,59.97958612,1.001227504
4.383,7.253840154,2.949263685,1.005002813,59.98030687,0.999746335
4.384,7.223836454,2.923305961,1.00503972,59.98093706,1.000134236
4.385,7.232009916,2.911910985,1.00502535,59.98004397,1.0012617
4.386,7.243006565,2.954922137,1.00500189,59.97926312,0.999480245
4.387,7.214970469,2.910102554,1.005023896,59.97858038,1.00046525
4.388,7.237966913,2.913203388,1.00499744,59.97858076,1.001083545
4.389,7.238293401,2.94964808,1.005008068,59.9785811,0.999518169
4.39,7.218038377,2.892953047,1.0050284,59.97858139,1.000820173
4.391,7.247284622,2.916301482,1.005001579,59.97718582,1.000667731
4.392,7.2375905,2.929006567,1.005021866,59.97596562,0.999665929
4.393,7.232453263,2.886928323,1.005029283,59.97637785,1.001093433
4.394,7.260443236,2.930979109,1.005002822,59.97673828,1.0000028
4.395,7.237504101,2.919910055,1.005043914,59.97705342,0.999941572
4.396,7.241465818,2.897790614,1.005035012,59.97524068,1.001255558
4.397,7.260731658,2.943195363,1.005017114,59.97365575,0.999596782
4.398,7.232751049,2.909710031,1.005059358,59.97226998,1.000271938
4.399,7.250107691,2.907896549,1.005005703,59.97227838,1.001221856
4.4,7.255342685,2.956861126,1.005007341,59.97228574,0.999480034
4.401,7.227248891,2.906523987,1.005017522,59.97099018,1.000635978
4.402,7.249493287,2.923376623,1.004995119,59.96985743,1.000949708
4.403,7.242030742,2.950441046,1.00501365,59.96886702,0.999533089
4.404,7.225604413,2.901285292,1.00502541,59.96884094,1.000940147
4.405,7.251215138,2.937749095,1.005003607,59.96881813,1.000378577
4.406,7.230080869,2.942123418,1.005043284,59.96879819,0.999776011
4.407,7.223272787,2.906959126,1.00502573,59.96776642,1.001182619
4.408,7.245232256,2.946808898,1.004983475,59.9668643,0.999750373
4.409,7.217413979,2.920320275,1.005014492,59.96607554,1.000067666
4.41,7.228335086,2.903632099,1.005006605,59.9645914,1.001243277
4.411,7.240747859,2.95354974,1.004979215,59.96329377,0.999479127
4.412,7.211140674,2.907071262,1.005000411,59.96329377,1.000415757
4.413,7.230875282,2.911526195,1.004978229,59.96274786,1.001114263
4.414,7.23221417,2.946121029,1.004982895,59.96227055,0.999446819
4.415,7.211791233,2.894689415,1.005020951,59.96185322,1.000748508
4.416,7.239233243,2.921116869,1.00499033,59.95985847,1.000717677
4.417,7.226998752,2.940760447,1.005018364,59.95811438,0.999634027
4.418,7.214658908,2.895113085,1.005035181,59.95658946,1.001063816
4.419,7.241013107,2.931442938,1.005023661,59.95578893,1.000039382
4.42,7.218543406,2.920626103,1.005059,59.955089,0.99988472
4.421,7.223246318,2.893774837,1.005034515,59.95447702,1.001230792
4.422,7.242138651,2.945022378,1.005020314,59.95310217,0.999589046
4.423,7.212615801,2.910291649,1.005062541,59.95190008,1.000210877
4.424,7.226673874,2.905198914,1.005036915,59.95018974,1.0012179
4.425,7.234824098,2.946812556,1.005027532,59.94869432,0.999418403
4.426,7.20959002,2.898624624,1.00503884,59.94738682,1.000554818
4.427,7.23425126,2.914373572,1.005014628,59.94509357,1.000951148
4.428,7.228694817,2.948168933,1.00502517,59.9430885,0.999514742
4.429,7.209232085,2.897057527,1.005025406,59.9413354,1.000906314
4.43,7.235710625,2.926721831,1.004989648,59.93957059,1.000402015
4.431,7.218685421,2.930256753,1.005025781,59.93802755,0.999709778
4.432,7.215488048,2.891327307,1.005025053,59.93667842,1.001128504
4.433,7.23915884,2.938816731,1.005003859,59.93328428,0.999780392
4.434,7.211862121,2.917162454,1.005027817,59.93031667,1.000010205
4.435,7.21929799,2.900388406,1.005018324,59.92858579,1.001219647
4.436,7.234354752,2.943909401,1.005005901,59.92707242,0.99947366
4.437,7.207146797,2.901583469,1.005039007,59.92574923,1.000340127
4.438,7.228534765,2.904820917,1.005001961,59.92089395,1.001105174
4.439,7.23066726,2.948607135,1.005009228,59.9166488,0.999436329
4.44,7.20639584,2.894432837,1.005045304,59.91293711,1.000690658
4.441,7.231924151,2.916249697,1.005009083,59.91058109,1.000731709
4.442,7.221734134,2.935096851,1.00503326,59.90852114,0.999549483
4.443,7.211044275,2.889303525,1.005042523,59.90363918,1.00099016
4.444,7.237417347,2.9304964,1.005014218,59.89937071,1.000084493
4.445,7.214662558,2.92415789,1.005066212,59.89563863,0.999812362
4.446,7.214299799,2.89633701,1.005051394,59.8934294,1.001178125
4.447,7.234806145,2.939626465,1.00502464,59.89149778,0.999595834
4.448,7.207117741,2.908111034,1.005059679,59.8898089,1.000135088
4.449,7.222510935,2.89972795,1.005029479,59.88584624,1.001178646
4.45,7.231365811,2.949270539,1.005025471,59.88238153,0.999401666
4.451,7.203124759,2.898669016,1.005034677,59.87935222,1.000486481
4.452,7.224944001,2.912288625,1.00501255,59.87720441,1.000954829
4.453,7.22084738,2.944356561,1.005025534,59.8753265,0.999428719
4.454,7.202463764,2.893349683,1.0050424,59.8728033,1.000805857
4.455,7.228962183,2.925235906,1.00500855,59.87059718,1.000464334
4.456,7.211403651,2.934757637,1.005035791,59.86866829,0.999656516
4.457,7.202453371,2.897476746,1.005046481,59.86812683,1.00107786
4.458,7.226393468,2.937539505,1.005014811,59.86765341,0.999808513
4.459,7.20000613,2.917531793,1.00504787,59.86723948,0.999930638
4.46,7.208041117,2.8963328,1.005023325,59.86763468,1.00117805
4.461,7.222870744,2.946759668,1.005016626,59.86798021,0.999440652
4.462,7.193185204,2.903336622,1.005052979,59.86828233,1.000254621
4.463,7.210468623,2.907603283,1.00500673,59.86817807,1.00109113
4.464,7.213257928,2.948553834,1.005021208,59.86808692,0.999338037
4.465,7.18905977,2.898358959,1.005050869,59.8704392,1.000592262
4.466,7.213995934,2.920040016,1.005017874,59.87249588,1.000751421
4.467,7.203009218,2.94435915,1.005031535,59.87429411,0.999490364
4.468,7.187267319,2.892352992,1.0050283,59.87088185,1.000920353
4.469,7.21527532,2.921042109,1.005008873,59.86789839,1.000101526
4.47,7.197105304,2.911516062,1.00505172,59.86528985,0.999732728
4.471,7.202234811,2.877152253,1.005033674,59.86992653,1.001123964
4.472,7.22796706,2.925131753,1.005012308,59.87398055,0.999561908
4.473,7.203550469,2.895040917,1.005060269,59.87398055,1.000064187
4.474,7.219383552,2.885315048,1.005053656,59.87752513,1.001163676
4.475,7.234284203,2.929740928,1.005054847,59.87618379,0.999361824
4.476,7.210898271,2.88506502,1.005085866,59.875011,1.00041907
4.477,7.236326714,2.8987862,1.005061663,59.88016907,1.000975646
4.478,7.234651169,2.939481326,1.005075383,59.88467895,0.999429323
4.479,7.212898948,2.889878491,1.005095692,59.88862211,1.000778269
4.48,7.238569005,2.919288758,1.005063214,59.88850257,1.000507843
4.481,7.222528409,2.930904415,1.00507634,59.88839805,0.999600689
4.482,7.214233037,2.889537309,1.005081951,59.88830667,1.001031694
4.483,7.237569405,2.93436549,1.005061882,59.89402439,0.999830071
4.484,7.210329602,2.918716564,1.005096743,59.89902361,0.99987718
4.485,7.214350853,2.893924168,1.005066005,59.9033946,1.001160964
4.486,7.232383076,2.934034781,1.005047682,59.90798254,0.999448151
4.487,7.206542355,2.892189635,1.005096547,59.91199394,1.000208407
4.488,7.228469309,2.889147681,1.005063694,59.91619424,1.001103824
4.489,7.236421089,2.935657222,1.005059164,59.91986671,0.999363507
4.49,7.21268849,2.882959337,1.005080652,59.92307769,1.000573284
4.491,7.239550945,2.900752202,1.005066903,59.92778139,1.000793954
4.492,7.233965772,2.925591214,1.005079504,59.93189401,0.999483883
4.493,7.221629678,2.878461223,1.005074639,59.93548983,1.000918471
4.494,7.249495635,2.917416994,1.005044725,59.93700939,1.000223997
4.495,7.229197381,2.919428811,1.005092395,59.938338,0.999742493
4.496,7.22536821,2.886974465,1.005081643,59.94262349,1.001134114
4.497,7.247385125,2.928309894,1.005046271,59.94637046,0.999664944
4.498,7.220588596,2.900891033,1.005090022,59.94964656,1.000064278
4.499,7.234015475,2.887200447,1.0050747,59.94923921,1.001189132
4.5,7.246324363,2.938863747,1.005073328,59.94888305,0.999410976
4.501,7.217330046,2.891966068,1.005116054,59.94857165,1.000383921
4.502,7.238396857,2.899684906,1.005090914,59.95252747,1.001009818
4.503,7.238325058,2.93483077,1.005089222,59.95598619,0.999417506
4.504,7.218840859,2.883664768,1.005123401,59.95901027,1.000739495
4.505,7.24644151,2.912272871,1.005084875,59.95833418,1.000613599
4.506,7.232601257,2.930055389,1.005108484,59.95774305,0.999602996
4.507,7.220850261,2.888014197,1.005091365,59.96027806,1.001036391
4.508,7.246150582,2.924402847,1.005051713,59.96249451,0.999939455
4.509,7.222647316,2.909409215,1.005097379,59.96443243,0.999872154
4.51,7.228952232,2.883003852,1.005065544,59.96480715,1.001192519
4.511,7.247457111,2.934431156,1.005046278,59.96513478,0.99950204
4.512,7.218125767,2.89679091,1.005084686,59.96542123,1.000198078
4.513,7.233915432,2.892590183,1.00506865,59.96690309,1.001145964
4.514,7.241066948,2.933762655,1.00507351,59.96819873,0.999402915
4.515,7.217237768,2.883992239,1.005092337,59.96933155,1.000581221
4.516,7.243640337,2.901565646,1.005067728,59.97022858,1.000905025
4.517,7.23734448,2.934139815,1.005087305,59.97101288,0.999505659
4.518,7.219312242,2.883348054,1.005099467,59.97196057,1.000906725
4.519,7.246415351,2.913626758,1.005064557,59.97278918,1.000327343
4.52,7.228305968,2.914583509,1.005095129,59.97351365,0.99973549
4.521,7.226680871,2.879276868,1.005096536,59.97375767,1.00114541
4.522,7.250099128,2.927910676,1.005078583,59.97397102,0.999707259
4.523,7.22220857,2.904379886,1.005109947,59.97415756,1.00002722
4.524,7.231161378,2.888667068,1.005097728,59.97458464,1.001204988
4.525,7.24503254,2.932525792,1.005091967,59.97495806,0.99945879
4.526,7.218304048,2.888463999,1.005134383,59.97528455,1.000392722
4.527,7.240797514,2.895028501,1.005096823,59.97530123,1.001103652
4.528,7.241286486,2.937976421,1.005098042,59.97531581,0.999446011
4.529,7.217420392,2.886133111,1.005118828,59.97538465,1.000746961
4.53,7.243283701,2.908521635,1.005079432,59.97544484,1.000690034
4.531,7.231495037,2.924369688,1.005101738,59.97549746,0.99960153
4.532,7.222031146,2.878591199,1.005097259,59.97577219,1.001047937
4.533,7.248421499,2.920644005,1.005069067,59.97601239,1.000022471
4.534,7.224470017,2.912547796,1.005111866,59.97601239,0.999872475
4.535,7.225872432,2.885326496,1.005090129,59.97622241,1.001215731
4.536,7.245668594,2.92847742,1.005062877,59.97604996,0.999585796
4.537,7.218556836,2.893116112,1.005099404,59.97589918,1.000216276
4.538,7.235883598,2.8872904,1.005090419,59.97647119,1.001208829
4.539,7.244098564,2.937175031,1.005083097,59.97697132,0.999431413
4.54,7.216553182,2.887250366,1.005096162,59.9774086,1.000561545
4.541,7.239949287,2.900402622,1.005071903,59.977295,1.00093415
4.542,7.235408548,2.92965419,1.005086748,59.97719567,0.999508604
4.543,7.219264267,2.879721489,1.005102791,59.97710882,1.000900711
4.544,7.247056449,2.913841974,1.005060798,59.97734491,1.00043426
4.545,7.229224184,2.921812166,1.00509553,59.97755133,0.999739279
4.546,7.222520639,2.883853367,1.005101299,59.97773181,1.001142385
4.547,7.246487136,2.924145957,1.005073344,59.97773218,0.99981946
4.548,7.221051751,2.901888663,1.005113146,59.97773249,1.000035599
4.549,7.231666522,2.883353932,1.005078017,59.97803726,1.001251894
4.55,7.246700286,2.935476863,1.005068879,59.97830374,0.999496244
4.551,7.217083444,2.892797201,1.005115416,59.97853673,1.000354353
4.552,7.236053423,2.895749719,1.005081138,59.97802395,1.001122437
4.553,7.238841842,2.934227082,1.005078566,59.97757561,0.999462843
4.554,7.217209419,2.883410443,1.005100733,59.97718362,1.000740038
4.555,7.243844274,2.908990318,1.005068032,59.97804379,1.00079574
4.556,7.231980049,2.934356721,1.005097618,59.97879587,0.999614021
4.557,7.216208635,2.888931465,1.005087032,59.97945344,1.001045041
4.558,7.240874707,2.92392967,1.005048668,59.97797939,1.00013744
4.559,7.218073119,2.915379181,1.005104465,59.97669058,0.999869431
4.56,7.220193968,2.881683543,1.005084576,59.97754177,1.001222393
4.561,7.241069475,2.929503814,1.005063418,59.97828599,0.999627334
4.562,7.212762429,2.894504353,1.005088881,59.9789367,1.000169236
4.563,7.227650737,2.884211549,1.005077647,59.97769451,1.001213679
4.564,7.239796674,2.926809138,1.005074048,59.97660843,0.999474585
4.565,7.216391759,2.879753523,1.00509995,59.97565882,1.000551098
4.566,7.243165118,2.892535,1.005071064,59.97617163,1.00104201
4.567,7.241133459,2.930679105,1.00508392,59.97661999,0.999543419
4.568,7.221315221,2.879247714,1.005118021,59.97701201,1.000896589
4.569,7.248402811,2.908603302,1.005086908,59.9757699,1.000555332
4.57,7.232559291,2.91800166,1.005113426,59.97468387,0.999723406
4.571,7.226450631,2.880894403,1.005102784,59.97509462,1.00115673
4.572,7.249652393,2.92943609,1.005081905,59.97545376,0.999887464
4.573,7.220744016,2.913037051,1.005135052,59.97576777,1.000013949
4.574,7.224143241,2.893212328,1.005104118,59.97468179,1.001264729
4.575,7.238109424,2.937438554,1.005080716,59.97373228,0.999552766
4.576,7.208843314,2.896612207,1.005114439,59.97290209,1.000359781
4.577,7.228952214,2.892332327,1.005057598,59.97207751,1.00119081
4.578,7.233782003,2.933841646,1.005069492,59.97135656,0.999452912
4.579,7.210392261,2.878443514,1.00507588,59.9702716,1.000696839
4.58,7.238527609,2.895676945,1.005050706,59.96932299,1.000839362
4.581,7.232969057,2.917837686,1.005079144,59.96849358,0.999575981
4.582,7.223282493,2.870095068,1.005094852,59.96821092,1.00101428
4.583,7.253697924,2.908687789,1.005069377,59.96796377,1.000218962
4.584,7.234344979,2.908394434,1.005109677,59.96774769,0.999852012
4.585,7.233723743,2.878368628,1.005110748,59.96697833,1.001223041
4.586,7.256209965,2.922994333,1.005077318,59.96630566,0.999707887
4.587,7.229161706,2.895419445,1.005114377,59.96571751,1.000181506
4.588,7.243084434,2.886083372,1.005078749,59.96417195,1.001260608
4.589,7.253132896,2.938049257,1.005066363,59.9628206,0.99946475
