t|Main,P_g6|LM2500_6,Q_g6|LM2500_6,V_g6|LM2500_6,freq_gt_6|LM2500_6,Vlow_gt_6|LM2500_6
8.787,7.133757901,2.953473607,1.004638609,59.86916089,0.999022441
8.788,7.104182378,2.903808018,1.004730002,59.8712355,1.000098597
8.789,7.126640126,2.915985379,1.004610607,59.8708175,1.00053886
8.79,7.121167522,2.944135975,1.004663389,59.87045203,0.999075997
8.791,7.104155463,2.893164091,1.004705665,59.87013249,1.000424376
8.792,7.132124886,2.927561203,1.004602008,59.87206764,1.000091826
8.793,7.113715506,2.938563219,1.004715531,59.87375962,0.999280937
8.794,7.105464704,2.898347447,1.004700584,59.87523898,1.000681549
8.795,7.130985131,2.934846444,1.00460194,59.87398661,0.999467116
8.796,7.105877118,2.913210523,1.004751906,59.87289162,0.999571221
8.797,7.117286316,2.889784948,1.004664455,59.87387956,1.000819512
8.798,7.135135151,2.940899774,1.004616028,59.87474336,0.999119046
8.799,7.107008348,2.898524881,1.004724091,59.87549861,0.999896314
8.8,7.127714569,2.896999322,1.004650744,59.87330966,1.000767278
8.801,7.135180038,2.935037674,1.004675707,59.87139578,0.999048757
8.802,7.114648299,2.886903418,1.004731902,59.86972241,1.000256003
8.803,7.143924975,2.911443634,1.004635938,59.87070678,1.000498683
8.804,7.135424579,2.944714505,1.004689669,59.87156744,0.999183593
8.805,7.118037616,2.897926515,1.00472801,59.87231996,1.000566175
8.806,7.144386358,2.930999404,1.004620348,59.8691541,0.999909397
8.807,7.122741499,2.92974455,1.004731564,59.86638608,0.999405795
8.808,7.121742624,2.896428722,1.004685954,59.86456335,1.000778618
8.809,7.142474391,2.947888767,1.004617467,59.86296967,0.999348345
8.81,7.11139333,2.922706232,1.004748196,59.86157626,0.999691309
8.811,7.119916953,2.907542375,1.004687874,59.85654367,1.000836316
8.812,7.131695912,2.948244409,1.004638849,59.8521435,0.99910177
8.813,7.104160599,2.903587227,1.004734705,59.84829627,1.000013781
8.814,7.127904778,2.910962464,1.004619234,59.84524117,1.00071711
8.815,7.127217194,2.954807749,1.004639303,59.84256999,0.999073249
8.816,7.10290553,2.901215103,1.004685437,59.84023448,1.000331804
8.817,7.129277801,2.922844725,1.004569608,59.83299951,1.00032471
8.818,7.116680912,2.937558591,1.004658955,59.82667371,0.999216016
8.819,7.107805907,2.891673972,1.004675434,59.82114283,1.000632375
8.82,7.134721484,2.934961291,1.004570016,59.81239058,0.999703076
8.821,7.110166106,2.928746087,1.00470766,59.80473816,0.999484456
8.822,7.110403916,2.900759747,1.004688023,59.79414739,1.000819385
8.823,7.130269953,2.941582407,1.004619608,59.7848875,0.999261373
8.824,7.102116174,2.908766835,1.004729564,59.77679124,0.999794154
8.825,7.119401392,2.901916075,1.004634147,59.76437002,1.000827533
8.826,7.127587548,2.9537036,1.004646325,59.7535097,0.999063092
8.827,7.098485752,2.90431811,1.004724846,59.74401412,1.000112052
8.828,7.120540456,2.918425181,1.004615889,59.73512582,1.000604952
8.829,7.115172611,2.950733677,1.004653396,59.72735445,0.999099966
8.83,7.095945744,2.900480032,1.004718186,59.72055966,1.000430183
8.831,7.122217275,2.933508965,1.00461593,59.71034239,1.00017199
8.832,7.103163015,2.947055021,1.004717764,59.70140906,0.999307362
8.833,7.092417462,2.904026185,1.004705706,59.69359833,1.000687938
8.834,7.117541112,2.936313928,1.004589923,59.6862586,0.99952801
8.835,7.093089498,2.914817165,1.004742458,59.6798412,0.999552953
8.836,7.104279017,2.890807902,1.004671455,59.67812416,1.00082007
8.837,7.123394332,2.942537975,1.004615205,59.67662289,0.999141549
8.838,7.095412001,2.903313089,1.004727074,59.67531027,0.999857732
8.839,7.115398606,2.898244285,1.004630197,59.67692284,1.000769126
8.84,7.124177932,2.93551466,1.004650918,59.67833276,0.999066683
8.841,7.104161383,2.884526116,1.004730305,59.67956551,1.000230001
8.842,7.134527467,2.905799953,1.004632126,59.68808563,1.000557588
8.843,7.128363193,2.940029477,1.004697426,59.69553509,0.999187755
8.844,7.111687985,2.892004166,1.00473566,59.70204841,1.000558696
8.845,7.139562055,2.923202164,1.004630113,59.70928616,0.99999885
8.846,7.120362524,2.924603234,1.004748982,59.71561439,0.999404595
8.847,7.11950635,2.891409636,1.004718551,59.72114739,1.000787404
8.848,7.141726394,2.943152588,1.004663259,59.73082943,0.999380984
8.849,7.111294123,2.922148455,1.004768457,59.73929479,0.999663097
8.85,7.119003355,2.906617662,1.004705101,59.75363666,1.000843707
8.851,7.131670171,2.948779771,1.004650113,59.76617628,0.999115862
8.852,7.103503244,2.904513978,1.00475804,59.77714013,0.99999715
8.853,7.125994436,2.910396253,1.004665778,59.78478236,1.000755475
8.854,7.12570712,2.95490603,1.004670774,59.79146424,0.999093708
8.855,7.10039741,2.901807888,1.004735451,59.79730645,1.000322443
8.856,7.126381154,2.921250278,1.004629992,59.80772824,1.00038982
8.857,7.114587543,2.937720029,1.00469652,59.81684039,0.999217042
8.858,7.104817151,2.891387831,1.004696979,59.82480747,1.000624442
8.859,7.13199282,2.933312868,1.004582683,59.82795548,0.999770721
8.86,7.107878766,2.928777175,1.004701215,59.83070789,0.999454804
8.861,7.108013409,2.898444956,1.004669883,59.83781347,1.000819621
8.862,7.129316116,2.938696104,1.004607267,59.84402613,0.999297924
8.863,7.102385302,2.905945561,1.004721842,59.84945808,0.999783312
8.864,7.119846403,2.896453911,1.004641726,59.85217846,1.000877496
8.865,7.129545483,2.948210385,1.004645578,59.85455698,0.999110123
8.866,7.100723891,2.900292319,1.004740786,59.8566366,1.000120559
8.867,7.123591266,2.909517146,1.004626196,59.86011233,1.000679932
8.868,7.121059151,2.941228767,1.004679889,59.86315128,0.999126675
8.869,7.103361238,2.891104319,1.004736531,59.86580835,1.000456466
8.87,7.131534778,2.923167884,1.004635029,59.8670928,1.000251295
8.871,7.115102403,2.938952199,1.004719421,59.86821584,0.99933171
8.872,7.104899196,2.897392928,1.004719822,59.86919775,1.000731463
8.873,7.130019633,2.934079619,1.004621278,59.87090027,0.999625298
8.874,7.105468575,2.917633787,1.004766559,59.87238885,0.999589392
8.875,7.114129652,2.890985516,1.004689318,59.87374176,1.000870875
8.876,7.132124818,2.942662798,1.004635755,59.87492467,0.99923391
8.877,7.102645396,2.904247604,1.004764406,59.87595892,0.999889878
8.878,7.120575908,2.900393182,1.004677168,59.87614426,1.00084414
8.879,7.128145058,2.941013285,1.00466429,59.87630631,0.999106352
8.88,7.105349111,2.893512509,1.004740136,59.87644799,1.000226398
8.881,7.132248089,2.915239132,1.004620334,59.87717676,1.000610053
8.882,7.123626841,2.951629412,1.004677846,59.87781396,0.999224616
8.883,7.103239618,2.903092469,1.00471429,59.87837108,1.000576779
8.884,7.127603359,2.933594639,1.004599192,59.87677787,1.000097011
8.885,7.10679055,2.935655701,1.004732293,59.87538486,0.999397637
8.886,7.103116993,2.896850193,1.004700015,59.87416691,1.00079545
8.887,7.125311421,2.943221609,1.004626315,59.87422728,0.999465717
8.888,7.096150277,2.919333544,1.004743519,59.87428007,0.999670411
8.889,7.104846977,2.899758806,1.0046754,59.87187335,1.000882597
8.89,7.120340474,2.941505705,1.004630117,59.86976906,0.999149248
8.891,7.094445862,2.898712122,1.004726336,59.86792921,0.999980314
8.892,7.118810732,2.902193355,1.004597172,59.86588843,1.00078686
8.893,7.121948139,2.948228357,1.004625244,59.86410411,0.999136133
8.894,7.098000988,2.895754347,1.004699661,59.86254401,1.000341256
8.895,7.124474834,2.91651951,1.004610517,59.8590487,1.000485791
8.896,7.114433116,2.937443437,1.004671594,59.85599262,0.99922744
8.897,7.103397048,2.890856961,1.004703335,59.85332059,1.000619427
8.898,7.130499411,2.93230962,1.004606128,59.84956761,0.999873854
8.899,7.106772692,2.930712414,1.004731234,59.84628624,0.999460436
8.9,7.104902492,2.899731058,1.004697033,59.84222601,1.000827696
8.901,7.12542575,2.941523648,1.004599715,59.838676,0.999329015
8.902,7.097523823,2.910908087,1.004721977,59.83557211,0.999730908
8.903,7.113120038,2.900024307,1.004610066,59.82727127,1.000858933
8.904,7.123432339,2.951584781,1.004611874,59.82001356,0.999096171
8.905,7.094468665,2.90333012,1.004708708,59.81366787,1.000063457
8.906,7.116300209,2.91145158,1.004591296,59.80565434,1.000697618
8.907,7.11465035,2.945421113,1.004639975,59.79864781,0.999054115
8.908,7.095989942,2.893684509,1.004721399,59.79252175,1.000371892
8.909,7.124409749,2.923403592,1.004603982,59.78041484,1.000272313
8.91,7.109098176,2.941575287,1.004679749,59.76982933,0.999241756
8.911,7.097776594,2.899978643,1.004706701,59.76057404,1.000666418
8.912,7.122512094,2.938368932,1.004605992,59.75133138,0.999601495
8.913,7.097410508,2.925230854,1.004723333,59.74325019,0.99949161
8.914,7.10276901,2.900664542,1.004644951,59.72964041,1.000802452
8.915,7.119574154,2.952413274,1.004599095,59.71774089,0.999171856
8.916,7.088202584,2.915842944,1.00472557,59.7073367,0.999788684
8.917,7.103362538,2.906222705,1.004609712,59.69477538,1.000774233
8.918,7.111481684,2.943452791,1.004604364,59.68379256,0.998968237
8.919,7.088965005,2.890817397,1.004695898,59.67418988,1.000074471
8.92,7.118062091,2.906380987,1.004600566,59.66986275,1.000520337
8.921,7.114404525,2.941406331,1.004638879,59.66607938,0.99905996
8.922,7.097629919,2.891505176,1.004699449,59.66277144,1.000419731
8.923,7.126305533,2.922702278,1.004598998,59.65960379,1.000037298
8.924,7.109873771,2.929764739,1.004736193,59.6568342,0.99927523
8.925,7.106493598,2.894122797,1.004723368,59.65441264,1.000688148
8.926,7.129184265,2.943743465,1.004620935,59.65922146,0.999422432
8.927,7.099569937,2.926309819,1.00475812,59.66342599,0.999547866
8.928,7.104636068,2.906580077,1.004671801,59.67041633,1.000798102
8.929,7.118251257,2.94854202,1.004639258,59.67652824,0.999038846
8.93,7.08976035,2.905592768,1.004733742,59.6818721,0.999827895
8.931,7.110863889,2.906939414,1.004622635,59.69184292,1.000684586
8.932,7.113616373,2.952929632,1.004631273,59.70056076,0.998966079
8.933,7.088330748,2.899881496,1.004711505,59.70818309,1.000169741
8.934,7.114470065,2.916953039,1.004607551,59.72252616,1.000378467
8.935,7.106413019,2.938045294,1.004663522,59.73506683,0.99909849
8.936,7.095524771,2.889440337,1.00470345,59.74603158,1.000495981
8.937,7.124095965,2.928835859,1.004609642,59.75526611,0.999828365
8.938,7.102853151,2.930038295,1.004730247,59.76334019,0.999337668
8.939,7.100603169,2.896729308,1.004693991,59.77039965,1.000717615
8.94,7.122748494,2.937111315,1.004610904,59.78200048,0.999275725
8.941,7.096147324,2.908487858,1.004727353,59.79214351,0.999614174
8.942,7.111265855,2.895614146,1.004641884,59.79998379,1.000780954
8.943,7.123039673,2.948354604,1.004620442,59.80683884,0.999034357
8.944,7.093848049,2.90252535,1.004718553,59.81283246,0.99994883
8.945,7.115029002,2.908538397,1.004602551,59.81958059,1.000651449
8.946,7.114870321,2.942895389,1.004651029,59.82548072,0.99901675
8.947,7.095837522,2.891172498,1.004721867,59.83063942,1.00030764
8.948,7.124431456,2.919224418,1.004598538,59.83602247,1.000294126
8.949,7.1108252,2.940855277,1.004685009,59.84072906,0.999158724
8.95,7.098749795,2.895647909,1.004719671,59.8448442,1.000589327
8.951,7.124513659,2.930655688,1.004619506,59.84875091,0.999628654
8.952,7.101474208,2.91906525,1.004734748,59.85216668,0.999421261
8.953,7.107430342,2.891645564,1.00467222,59.85505624,1.000773384
8.954,7.126891092,2.943891706,1.004640369,59.85758269,0.999192577
8.955,7.097191265,2.910395638,1.004749116,59.85979165,0.999744133
8.956,7.111632536,2.902987166,1.004651398,59.86162621,1.00078931
8.957,7.120236191,2.944178956,1.004634289,59.86323023,0.999026074
8.958,7.095733685,2.895743778,1.004732879,59.86463268,1.000093765
8.959,7.121531423,2.912792182,1.004617811,59.8669012,1.000608795
8.96,7.115367174,2.952857186,1.004646514,59.86888466,0.999072012
8.961,7.093782763,2.901182732,1.004695412,59.87061887,1.000412137
8.962,7.11887545,2.928025921,1.004595041,59.87039692,1.00011077
8.963,7.100824675,2.934395851,1.004707402,59.87020286,0.999262224
8.964,7.095654068,2.894101313,1.004687344,59.87003319,1.000678923
8.965,7.119540266,2.940422979,1.004584287,59.87161678,0.999491752
8.966,7.092012436,2.923982579,1.00471938,59.87300137,0.999546613
8.967,7.097719458,2.901390385,1.004661881,59.87144349,1.000830194
8.968,7.114462658,2.942349061,1.004616549,59.87008139,0.999147275
8.969,7.087941528,2.901173197,1.004729047,59.86889045,0.999877152
8.97,7.110540502,2.898274503,1.004613483,59.86984689,1.000795464
8.971,7.116550511,2.944062313,1.004635925,59.87068314,0.999047612
8.972,7.093191485,2.889777095,1.004714703,59.8714143,1.000216984
8.973,7.12061716,2.905198056,1.004596909,59.86795863,1.000496956
8.974,7.115367115,2.929650926,1.004657644,59.8649372,0.999146437
8.975,7.104762534,2.882715768,1.004693636,59.86229546,1.000548907
8.976,7.134555412,2.9213881,1.004601323,59.86266098,0.999954626
8.977,7.115235299,2.927814597,1.004713072,59.86298057,0.999392182
8.978,7.11191481,2.895004926,1.004696425,59.85817181,1.000789793
8.979,7.134639659,2.936124643,1.004612067,59.85396735,0.999400493
8.98,7.108023002,2.910996756,1.004745916,59.85029123,0.999682268
8.981,7.121025205,2.897439944,1.004645585,59.84826926,1.000861834
8.982,7.132916227,2.950499466,1.004604568,59.84650138,0.999106841
8.983,7.102942417,2.906216789,1.004708416,59.84495565,0.999975607
8.984,7.122415355,2.909912324,1.004609499,59.837568,1.000716292
8.985,7.122925914,2.945521617,1.004639084,59.83110871,0.999060391
8.986,7.102585559,2.895047847,1.004701821,59.82546112,1.000315651
8.987,7.130455849,2.920657754,1.004577468,59.82184919,1.000374736
8.988,7.117953973,2.944306317,1.004659736,59.81869115,0.99920959
8.989,7.104779318,2.897500045,1.004692158,59.81592996,1.000631792
8.99,7.13098843,2.930748177,1.004570924,59.80594141,0.999750109
8.991,7.109219207,2.921141374,1.004711304,59.79720805,0.999444517
8.992,7.113958277,2.891453032,1.004653876,59.78678547,1.000817631
8.993,7.134558383,2.942066001,1.004598935,59.77767262,0.999256999
8.994,7.105452542,2.910998584,1.004717381,59.76970493,0.999737423
8.995,7.118631394,2.90331519,1.004614099,59.75907437,1.000829857
8.996,7.128381541,2.945954196,1.004619017,59.74977968,0.999050281
8.997,7.10280517,2.900677832,1.004717134,59.741653,1.000086862
8.998,7.12700173,2.914171778,1.004611639,59.72922395,1.000655012
8.999,7.122248205,2.95381524,1.00464627,59.71835677,0.99909877
9.0,7.100032445,2.90287451,1.004726881,59.70885521,1.000429906
9.001,7.124573017,2.932390316,1.004616588,59.70403058,1.000205413
9.002,7.10657912,2.944277348,1.004714756,59.69981223,0.999248878
9.003,7.097800569,2.903752888,1.004703037,59.69612398,1.000673305
9.004,7.119699656,2.948071642,1.004589822,59.6878156,0.99954439
9.005,7.090438347,2.932626416,1.004726238,59.68055129,0.999500765
9.006,7.092977626,2.907318856,1.004662757,59.67965874,1.000813426
9.007,7.110016161,2.944980562,1.004604882,59.67887834,0.999155276
9.008,7.083570594,2.904287469,1.004711834,59.67819601,0.999828244
9.009,7.10531211,2.898984284,1.004612807,59.67911408,1.000800896
9.01,7.113044983,2.945395573,1.004632295,59.67991678,0.999029461
9.011,7.089375173,2.892098759,1.004710439,59.68061861,1.00016672
9.012,7.116911617,2.905425135,1.004599329,59.68665827,1.000537712
9.013,7.113648451,2.930011572,1.004660316,59.69193896,0.999093481
9.014,7.103231464,2.880798309,1.004708306,59.69655606,1.000501586
9.015,7.134036488,2.917685476,1.004624513,59.70630478,1.000028002
9.016,7.116565796,2.92581162,1.004742302,59.71482844,0.999350648
9.017,7.112501944,2.890978858,1.004704035,59.72228099,1.000778713
9.018,7.137026199,2.929868932,1.00462398,59.72923886,0.999449336
9.019,7.112464759,2.907637973,1.004753774,59.73532239,0.999666152
9.02,7.125706921,2.892072742,1.004671286,59.74508156,1.000892669
9.021,7.139545199,2.946145933,1.00465421,59.75361436,0.999140186
9.022,7.110134759,2.903837992,1.004767293,59.7610749,0.999971662
9.023,7.128915465,2.907462839,1.004676311,59.77173377,1.000762472
9.024,7.130947694,2.944006073,1.004673247,59.78105321,0.999073889
9.025,7.110219652,2.893614845,1.004734108,59.78920153,1.000308732
9.026,7.13796702,2.91797683,1.004633619,59.79553928,1.000449417
9.027,7.126339443,2.944789105,1.004685903,59.80108061,0.999224897
9.028,7.11163675,2.897434536,1.004712148,59.80592559,1.000627634
9.029,7.137927336,2.928918745,1.004570767,59.81374959,0.999842394
9.03,7.117224808,2.922002322,1.004710005,59.8205904,0.999462463
9.031,7.120935722,2.891361501,1.004667562,59.82377585,1.000849763
9.032,7.141703139,2.942780593,1.004608321,59.826561,0.999338602
9.033,7.112598262,2.914241059,1.004717843,59.82899617,0.999742875
9.034,7.124125458,2.903534648,1.004638387,59.83542251,1.000877136
9.035,7.135044217,2.944575962,1.004625029,59.84104129,0.999119955
9.036,7.109697616,2.898250789,1.004725102,59.845954,1.000101502
9.037,7.134295737,2.908694951,1.00461843,59.84801273,1.000740495
9.038,7.131659093,2.949978915,1.004638628,59.84981276,0.999158222
9.039,7.109755511,2.897055365,1.004693098,59.85138659,1.000467131
9.04,7.13606928,2.920695585,1.004587429,59.85484622,1.000321307
9.041,7.122633134,2.931985892,1.004683581,59.85787111,0.999296027
9.042,7.11640662,2.891170544,1.004690634,59.86051587,1.000729092
9.043,7.141224234,2.938789337,1.004593022,59.86152731,0.999683601
9.044,7.114348056,2.93052813,1.004735907,59.86241165,0.999561994
9.045,7.115318432,2.906725085,1.004688403,59.86380299,1.000885329
9.046,7.132039157,2.948201289,1.004603637,59.86501948,0.999266436
9.047,7.103245245,2.91099159,1.004722124,59.86608311,0.999866536
9.048,7.120791024,2.906618709,1.004641389,59.86780049,1.000875331
9.049,7.126074031,2.955529872,1.004616472,59.86930206,0.999141893
9.05,7.098422103,2.903830551,1.004688173,59.87061494,1.00022798
9.051,7.121755144,2.915373463,1.004576172,59.86994636,1.000656851
9.052,7.116775015,2.941065643,1.004644868,59.86936181,0.9991532
9.053,7.102985885,2.89053213,1.004677983,59.86885071,1.000533081
9.054,7.132261463,2.922761198,1.004563781,59.86985604,1.000158424
9.055,7.115734268,2.930235116,1.004685596,59.87073503,0.99937441
9.056,7.111333835,2.891247791,1.004675038,59.87150357,1.00081134
9.057,7.137718138,2.928853,1.004581632,59.86893733,0.999524505
9.058,7.114822632,2.907433412,1.004718488,59.86669357,0.999655143
9.059,7.127668695,2.889679688,1.00462859,59.8660805,1.000929424
9.06,7.143502535,2.944427962,1.004591655,59.86554447,0.999199706
9.061,7.114494316,2.905847924,1.004715304,59.8650758,0.999996151
9.062,7.1323289,2.908203011,1.004619879,59.86159448,1.000854017
9.063,7.135141422,2.946979108,1.004633805,59.85855064,0.999102879
9.064,7.112676972,2.898812106,1.004695992,59.8558893,1.000319781
9.065,7.138284579,2.923206681,1.004595986,59.85267406,1.000529481
9.066,7.126506779,2.952396065,1.00463814,59.84986286,0.999231123
9.067,7.109298599,2.90388471,1.004672379,59.84740493,1.000638774
9.068,7.134087242,2.935220824,1.004550391,59.84246728,0.99992021
9.069,7.113044121,2.930473181,1.004684847,59.83815012,0.999428271
9.07,7.114142611,2.896187553,1.004654253,59.83009325,1.000829287
9.071,7.134980238,2.946282864,1.004573991,59.82304884,0.999376244
9.072,7.105940094,2.919703289,1.004689503,59.81688966,0.999718274
9.073,7.116196569,2.90568358,1.004614011,59.8098296,1.000891628
9.074,7.128041117,2.946781049,1.004583241,59.80365673,0.999108043
9.075,7.102630746,2.901954439,1.00467923,59.79825957,1.000043593
9.076,7.126198384,2.910509058,1.004548274,59.78651329,1.000747483
9.077,7.125175535,2.953306769,1.00458565,59.77624309,0.999103383
9.078,7.102315415,2.900947011,1.004662349,59.76726348,1.000399825
9.079,7.127486632,2.925132836,1.004548273,59.75788719,1.000342892
9.08,7.114272396,2.940836563,1.004623087,59.74968916,0.999219122
9.081,7.105296124,2.896745457,1.004648299,59.74252132,1.000668883
9.082,7.129745516,2.940637427,1.004558579,59.73041579,0.999695111
9.083,7.104345872,2.933006738,1.004701207,59.71983148,0.99947686
9.084,7.10389796,2.909590034,1.004657498,59.71072322,1.000834099
9.085,7.120470103,2.953760239,1.004591252,59.70275954,0.999242169
9.086,7.090560705,2.92158302,1.004720384,59.6957966,0.999786405
9.087,7.104570095,2.914802278,1.004608952,59.68944547,1.000827801
9.088,7.109154775,2.964085286,1.0045886,59.68389245,0.999050858
9.089,7.079028391,2.9114405,1.004666732,59.67903724,1.000100898
9.09,7.10027091,2.919696816,1.004556862,59.67307002,1.00059533
9.091,7.095883801,2.94626096,1.004595023,59.66785267,0.999049477
9.092,7.080777208,2.892060829,1.004661613,59.66329094,1.00041378
9.093,7.110166916,2.922327861,1.004549891,59.66827573,1.000146642
9.094,7.09537666,2.933021041,1.004664829,59.67263411,0.999256668
9.095,7.089477106,2.891215765,1.004661835,59.6764448,1.000697312
9.096,7.1165676,2.926300498,1.004559649,59.67940931,0.99951039
9.097,7.095345624,2.90663376,1.004704059,59.68200128,0.999540846
9.098,7.107720253,2.885432807,1.004621964,59.69236447,1.000847748
9.099,7.126260982,2.939210419,1.004615633,59.70142537,0.999133258
9.1,7.098829936,2.901312933,1.004734603,59.70934765,0.999869952
9.101,7.11687126,2.900459027,1.004639602,59.71855976,1.000791375
9.102,7.122382643,2.94096677,1.004644448,59.72661425,0.999028796
9.103,7.100585884,2.891777382,1.004723672,59.73365657,1.000222097
9.104,7.12740924,2.913039058,1.004631499,59.74352511,1.000527831
9.105,7.118892442,2.945836752,1.004675654,59.75215354,0.999135893
9.106,7.101522612,2.89724866,1.004694647,59.75969768,1.000541133
9.107,7.127355441,2.927254928,1.004588987,59.77239339,0.99995033
9.108,7.108280205,2.926331581,1.00471083,59.78349371,0.999344024
9.109,7.107991216,2.891492003,1.004669799,59.79319912,1.000765952
9.11,7.130322472,2.940703416,1.004594698,59.79914444,0.999343682
9.111,7.102320005,2.917725677,1.004714234,59.80434266,0.999624733
9.112,7.111392037,2.90095655,1.004652731,59.81374919,1.000830817
9.113,7.124516203,2.943054525,1.004616479,59.82197366,0.999086944
9.114,7.098907433,2.898489782,1.004717726,59.82916462,0.999980379
9.115,7.12195388,2.904328533,1.004602214,59.83367607,1.000751214
9.116,7.122516853,2.948634621,1.004616213,59.8376206,0.999050447
9.117,7.099160441,2.896477468,1.004687373,59.84106945,1.000328441
9.118,7.124808227,2.916357638,1.004556081,59.84555954,1.000376216
9.119,7.114112068,2.933472892,1.004623881,59.84948538,0.999184782
9.12,7.105229195,2.887622559,1.004660634,59.85291789,1.000638751
9.121,7.132018094,2.929193602,1.004571681,59.85619388,0.999752022
9.122,7.109381507,2.925609561,1.004705124,59.85905821,0.999443927
9.123,7.109522681,2.895420171,1.004661043,59.86105984,1.000830153
9.124,7.129744414,2.936947781,1.004599402,59.86280994,0.999271929
9.125,7.103795997,2.90462566,1.004743069,59.86434012,0.999769417
9.126,7.119805899,2.897975631,1.004646047,59.86705653,1.000866207
9.127,7.128298385,2.951424409,1.00462208,59.86943158,0.999074191
9.128,7.098980327,2.905441035,1.004707268,59.87150817,1.000109583
9.129,7.119197132,2.914257261,1.004617009,59.87059626,1.000657223
9.13,7.115148615,2.945938479,1.004646281,59.86979893,0.999091064
9.131,7.096813544,2.894713513,1.00468464,59.86910181,1.0004399
9.132,7.123434943,2.924716458,1.004571648,59.87115466,1.000238937
9.133,7.107258573,2.939692023,1.004668642,59.87294954,0.99928386
9.134,7.097120995,2.895913632,1.004687915,59.87451887,1.000713678
9.135,7.121661113,2.931219954,1.004565178,59.87250314,0.999601789
9.136,7.098999757,2.914131874,1.004716595,59.87074071,0.999554399
9.137,7.107902834,2.887230966,1.004635086,59.87081457,1.000875548
9.138,7.127165105,2.936773732,1.004595547,59.87087915,0.999181586
9.139,7.100110659,2.898665811,1.004711351,59.87093561,0.999847872
9.14,7.118512503,2.893599235,1.004606307,59.86837403,1.000824242
9.141,7.127521477,2.934195687,1.004616946,59.86613435,0.99905486
9.142,7.106869926,2.886821723,1.004690705,59.86417611,1.000214799
9.143,7.134772145,2.905793486,1.004579177,59.86213221,1.000592059
9.144,7.129353938,2.941776133,1.004636009,59.86034515,0.999145297
9.145,7.111607195,2.892494664,1.004697488,59.85878267,1.000547815
9.146,7.137430155,2.923464203,1.004596877,59.85554154,1.000064418
9.147,7.119774667,2.92786571,1.004720432,59.8527077,0.999348463
9.148,7.116708693,2.892296728,1.004676851,59.85022997,1.000780026
9.149,7.138902069,2.94082142,1.004600302,59.84584567,0.999433801
9.15,7.110314114,2.920360467,1.004724679,59.84201231,0.999618839
9.151,7.116571969,2.902244904,1.004650377,59.83770758,1.000848019
9.152,7.130013984,2.944917849,1.004597936,59.8339438,0.999105602
9.153,7.103387156,2.902808677,1.004689043,59.83065298,0.999937881
9.154,7.124838167,2.905338274,1.004571061,59.82290797,1.000755877
9.155,7.127001748,2.950926339,1.004592491,59.81613623,0.999019058
9.156,7.102436778,2.897210162,1.004678273,59.81021545,1.000266597
9.157,7.127433919,2.916009278,1.004542661,59.80078828,1.000419144
9.158,7.118166398,2.936579715,1.004612512,59.79254575,0.99910516
9.159,7.107179046,2.889765652,1.004676286,59.78533902,1.000556254
9.16,7.134381113,2.928922241,1.004564598,59.77359977,0.999796401
9.161,7.112667986,2.928011787,1.004683464,59.76333572,0.999366416
9.162,7.11021365,2.898236276,1.00465648,59.75164195,1.000770776
9.163,7.130643509,2.940271877,1.004592509,59.74141767,0.99925804
9.164,7.103738827,2.912076519,1.004715249,59.7324782,0.999667958
9.165,7.11724927,2.901232369,1.004607274,59.71948523,1.000814235
9.166,7.12688033,2.952686526,1.004604372,59.70812501,0.998987812
9.167,7.097451632,2.905060966,1.004705142,59.69819235,0.999990948
9.168,7.116272978,2.91704277,1.004587752,59.69103638,1.000632545
9.169,7.112512869,2.954304183,1.00462735,59.68477966,0.998935645
9.17,7.090300867,2.904718425,1.00469045,59.67930918,1.000292734
9.171,7.114259902,2.932443181,1.004583994,59.67271115,1.000191005
9.172,7.096976061,2.950077616,1.004650163,59.66694226,0.999145632
9.173,7.082915756,2.904707341,1.004681308,59.6618983,1.000584197
9.174,7.10715265,2.936254173,1.004555508,59.66042258,0.999536886
9.175,7.084819924,2.919611203,1.004707704,59.65913229,0.999411588
9.176,7.091951121,2.890872753,1.004655405,59.66153048,1.00074409
9.177,7.112436617,2.93931185,1.004594654,59.6636273,0.999093933
9.178,7.085826406,2.902473375,1.004717648,59.66546063,0.999714625
9.179,7.102987785,2.894254858,1.004619736,59.67367983,1.000732272
9.18,7.114325268,2.93364981,1.004625918,59.68086618,0.998901321
9.181,7.093507222,2.884423644,1.004715253,59.68714947,1.000030447
9.182,7.12185734,2.900588701,1.004609861,59.69596934,1.000505352
9.183,7.119208982,2.938002139,1.004642119,59.70368087,0.999020475
9.184,7.101494978,2.887735062,1.004684949,59.71042334,1.000409631
9.185,7.129242171,2.915996126,1.004576997,59.71909918,1.000028394
9.186,7.114878248,2.922243446,1.00469722,59.72668477,0.999230234
9.187,7.112031841,2.885546084,1.004680909,59.73331714,1.000678443
9.188,7.136672414,2.933484998,1.004605687,59.74296865,0.99939431
9.189,7.110352841,2.9177497,1.004756591,59.75140731,0.999509871
9.19,7.115794527,2.898223735,1.004704342,59.7639359,1.00077647
9.191,7.131930441,2.940279591,1.004657693,59.7748901,0.999036538
9.192,7.105383176,2.899609144,1.004754219,59.78446775,0.999832293
9.193,7.12588042,2.901569068,1.004664462,59.79199967,1.000703312
9.194,7.129691631,2.949306036,1.004647733,59.7985851,0.998976567
9.195,7.104259872,2.897410718,1.004704668,59.80434298,1.00018968
