Time (s), Pload_1 (MW), P_BESS (MW), P_g1 (MW), P_g2 (MW), Pload_2 (MW), P_g3 (MW), P_g4 (MW), Qload_1 (MVar), Q_BESS (MVar), Q_g1 (MVar), Q_g2 (MVar), Qload_2 (MVar), Q_g3 (MVar), Q_g4 (MVar), Vload_1 (p.u.), V_BESS (p.u.), V_g1 (p.u.), V_g2 (p.u.), Vload_2 (p.u.), V_g3 (p.u.), V_g4 (p.u.), f_poi_meas (Hz)
6.5319999999999965,18.1399639072,-3.74773414239,10.0070759405,10.0070759405,18.1399629187,10.0070759405,10.0070759405,5.41035308195,-0.409675703631,2.80734246341,2.80734246341,5.41035304455,2.80734246341,2.80734246341,1.01338648985,1.0133713178,1.01338648985,1.01338648985,1.01338648985,1.01338648985,1.01338648985,59.5210673342
6.533000000000001,18.1745280848,-3.7012222189,10.0127289711,10.0127289711,18.1745273048,10.0127289711,10.0127289711,5.3353338341,-0.432046747717,2.77542607229,2.77542607229,5.3353338625,2.77542607229,2.77542607229,1.01324455957,1.0132293741,1.01324455957,1.01324455957,1.01324455957,1.01324455957,1.01324455957,59.5142035684
6.533999999999999,18.2196988132,-3.6826980224,10.0306826928,10.0306826928,18.2196981008,10.0306826928,10.0306826928,5.47724849048,-0.326303093062,2.81994782113,2.81994782113,5.47724854118,2.81994782113,2.81994782113,1.01313003093,1.0131149644,1.01313003093,1.01313003093,1.01313003093,1.01313003093,1.01313003093,59.5100905142
6.534999999999997,18.133714203,-3.72299290268,9.99776322413,9.99776322413,18.1337134045,9.99776322413,9.99776322413,5.37260797762,-0.331965799486,2.76904399959,2.76904399959,5.37260797651,2.7690439996,2.7690439996,1.01338521288,1.01337013323,1.01338521288,1.01338521288,1.01338521288,1.01338521288,1.01338521288,59.5064943215
6.536000000000001,18.1952608633,-3.66991189996,10.0152651708,10.0152651708,18.1952599766,10.0152651708,10.0152651708,5.35679353271,-0.348720138575,2.76532574762,2.76532574762,5.35679344761,2.76532574762,2.76532574762,1.01319281019,1.01317773991,1.01319281019,1.01319281019,1.01319281019,1.01319281019,1.01319281019,59.5033500398
6.536999999999999,18.2076135503,-3.67920158524,10.0237633954,10.0237633954,18.2076126716,10.0237633954,10.0237633954,5.49189118286,-0.275419757566,2.81454985608,2.81454985608,5.49189107095,2.81454985608,2.81454985608,1.01317551785,1.01316055485,1.01317551785,1.01317551785,1.01317551785,1.01317551785,1.01317551785,59.4996785738
6.537999999999997,18.1305124504,-3.71446821884,9.99402868964,9.99402868964,18.130511756,9.99402868964,9.99402868964,5.34608698097,-0.326122639459,2.75432425934,2.75432425934,5.34608692667,2.75432425934,2.75432425934,1.01341167637,1.01339670482,1.01341167637,1.01341167637,1.01341167637,1.01341167637,1.01341167637,59.4964684779
6.5390000000000015,18.21574952,-3.6509607434,10.0207693388,10.0207693388,18.2157490852,10.0207693388,10.0207693388,5.38512592148,-0.29326825874,2.76563053309,2.76563053309,5.38512595923,2.76563053309,2.76563053309,1.01315326242,1.01313836183,1.01315326242,1.01315326242,1.01315326242,1.01315326242,1.01315326242,59.4936617745
6.539999999999999,18.1896506345,-3.67825205405,10.0145422793,10.0145422793,18.1896503412,10.0145422793,10.0145422793,5.48714447577,-0.206041476012,2.79483363444,2.79483363443,5.48714456905,2.79483363444,2.79483363444,1.01329686657,1.01328209573,1.01329686657,1.01329686657,1.01329686657,1.01329686657,1.01329686657,59.4843243274
6.540999999999997,18.1450033581,-3.67964718118,9.99256638311,9.99256638311,18.145003023,9.99256638311,9.99256638312,5.33170643221,-0.263907970135,2.73158191839,2.73158191839,5.3317064884,2.73158191839,2.73158191839,1.01339803079,1.01338319403,1.01339803079,1.01339803079,1.01339803079,1.01339803079,1.01339803079,59.4761602586
