t|Main,V_BESS2|BESS_2,freq_BESS_2|BESS_2,Vrms_BESS_2|BESS_2,Q_BESS2|BESS_2,P_BESS2|BESS_2
3.879,1.004925849,1.001735618,60.00372132,-1.34298988,1.435103721
3.88,1.004927292,0.999556702,60.00928406,-1.243311367,1.438240941
3.881,1.004961676,1.000701728,60.01016808,-1.324170429,1.367952613
3.882,1.004969039,1.001628137,60.01094101,-1.333755353,1.427998911
3.883,1.004971691,0.999552613,60.01161681,-1.266418084,1.404343723
3.884,1.004972432,1.001119747,60.00041521,-1.365913269,1.373430643
3.885,1.004969861,1.00115836,59.99062125,-1.332809421,1.442187915
3.886,1.004979599,0.999720161,59.98205804,-1.283864505,1.393906728
3.887,1.004984427,1.001495446,59.96919684,-1.381721688,1.394134038
3.888,1.004956319,1.000341742,59.95795183,-1.321326425,1.452513134
3.889,1.004985562,0.999990265,59.96138402,-1.32368551,1.386945122
3.89,1.00499351,1.001701497,59.96438492,-1.39760193,1.429697733
3.891,1.004968178,0.999761478,59.9670087,-1.295055751,1.459766556
3.892,1.004992238,1.000426204,59.96963745,-1.344920632,1.389717327
3.893,1.004966892,1.001750287,59.97193587,-1.365021722,1.446299865
3.894,1.004968309,0.999509387,59.97394545,-1.285105447,1.444965579
3.895,1.004991322,1.00085873,59.96569485,-1.362697937,1.399127968
3.896,1.004961029,1.001444004,59.95848105,-1.349856224,1.469402209
3.897,1.004951507,0.999569009,59.96545257,-1.273624369,1.436561363
3.898,1.004952049,1.001333674,59.97154802,-1.377358027,1.414492898
3.899,1.004933759,1.000812164,59.97687749,-1.327575793,1.478368475
3.9,1.004946957,0.999850372,59.98153724,-1.303176192,1.417381341
3.901,1.004934715,1.00165036,59.98640794,-1.393344111,1.44013502
3.902,1.004920652,1.000083417,59.99066657,-1.299162137,1.483705587
3.903,1.004955822,1.00027013,59.98835332,-1.324595052,1.408871244
3.904,1.004943273,1.001771128,59.98633075,-1.366691092,1.451399904
3.905,1.004933769,0.99960875,59.97872193,-1.287231496,1.465438215
3.906,1.004945634,1.000646595,59.97206926,-1.345478187,1.405167458
3.907,1.004939731,1.00161077,59.9662526,-1.358742894,1.470960461
3.908,1.004936051,0.999564269,59.96116687,-1.269743788,1.454903798
3.909,1.004952012,1.001092534,59.96000012,-1.37424994,1.414074159
3.91,1.004930078,1.001236922,59.95897998,-1.341799221,1.482071124
3.911,1.004952036,0.99978156,59.95808804,-1.293919217,1.432919689
3.912,1.004957595,1.001514703,59.96924062,-1.394593561,1.435740876
3.913,1.004916085,1.000539388,59.97899172,-1.316333766,1.492509785
3.914,1.004951369,1.000033531,59.98171885,-1.313265327,1.421015979
3.915,1.004945238,1.001755595,59.98410327,-1.376787978,1.450254831
3.916,1.004936446,0.999800638,59.98618807,-1.299515895,1.482713865
3.917,1.004967834,1.000397017,59.98801087,-1.339666732,1.416507443
3.918,1.004942813,1.001757407,59.97939243,-1.373439972,1.47721104
3.919,1.004943268,0.999575574,59.97185702,-1.271261515,1.479719398
3.92,1.004970174,1.00091601,59.97996058,-1.358703418,1.422994777
3.921,1.004941381,1.001550838,59.98704582,-1.345662412,1.488780576
3.922,1.004943414,0.999701173,59.98564186,-1.278556992,1.454525462
3.923,1.00494947,1.001396195,59.98441433,-1.378709449,1.436081919
3.924,1.004944232,1.001008289,59.98334105,-1.320878632,1.49923289
3.925,1.004954578,0.999920299,59.98240265,-1.287154719,1.436407405
3.926,1.004943545,1.001687915,59.97975516,-1.370119761,1.445319491
3.927,1.004922606,1.00013286,59.97744036,-1.302455829,1.491128995
3.928,1.004943372,1.000233364,59.96760855,-1.322857626,1.420904678
3.929,1.004942823,1.001805407,59.95901224,-1.379253573,1.470709908
3.93,1.004928538,0.999733776,59.95149617,-1.276610683,1.48826567
3.931,1.004940155,1.000705011,59.95376915,-1.343992427,1.420239467
3.932,1.004931633,1.001766275,59.9557565,-1.354182937,1.481986633
3.933,1.004937275,0.99970881,59.95749411,-1.277048195,1.466328587
3.934,1.004949145,1.001201691,59.95577928,-1.368189618,1.430543368
3.935,1.004908817,1.001413033,59.95427993,-1.336035135,1.49857123
3.936,1.004927425,0.999772532,59.952969,-1.275101904,1.451558447
3.937,1.00494534,1.001574183,59.95420134,-1.375683924,1.441969792
3.938,1.004921796,1.000621021,59.95527881,-1.317659062,1.500048465
3.939,1.004941172,1.000070617,59.96301219,-1.311454025,1.433025297
3.94,1.004925488,1.00185612,59.96977376,-1.387890684,1.467517195
3.941,1.004915972,0.99997606,59.97568565,-1.290823882,1.500608817
3.942,1.004953016,1.000524277,59.98085463,-1.333753492,1.426536937
3.943,1.004933975,1.001911083,59.98174177,-1.362210399,1.477625877
3.944,1.004924317,0.999727568,59.98251743,-1.280857613,1.480134358
3.945,1.004952654,1.001028906,59.97219358,-1.355958535,1.428993248
3.946,1.004938544,1.00166872,59.96316707,-1.35096496,1.49762505
3.947,1.004935086,0.999705668,59.95748195,-1.270593504,1.46777399
3.948,1.004935409,1.001427245,59.95251125,-1.377013693,1.438544248
3.949,1.004918371,1.001063122,59.94816518,-1.334115804,1.503452931
3.95,1.004939614,1.0000212,59.94436526,-1.301908651,1.446587087
3.951,1.004941412,1.00178135,59.95358131,-1.396112834,1.46364698
3.952,1.00490882,1.000376207,59.96163923,-1.309700084,1.511063196
3.953,1.00493273,1.00035523,59.95903121,-1.325317476,1.436446042
3.954,1.004930877,1.001927502,59.95675092,-1.375699615,1.47557165
3.955,1.004912195,0.999866287,59.95475718,-1.300044103,1.498812775
3.956,1.0049316,1.000746318,59.95818434,-1.35673311,1.439899824
3.957,1.004914614,1.001863371,59.96118084,-1.378035072,1.509065205
3.958,1.004912716,0.999679098,59.96380078,-1.283937197,1.501012605
3.959,1.004935604,1.001174719,59.96709836,-1.383041081,1.457508696
3.96,1.004888056,1.001456433,59.96998155,-1.361415452,1.529007954
3.961,1.00490112,0.999877267,59.97250243,-1.309602956,1.491705751
3.962,1.004907634,1.001652076,59.98231554,-1.4097395,1.493958572
3.963,1.004888063,1.000792745,59.99089549,-1.337444836,1.558209558
3.964,1.004922735,1.000117292,59.98473345,-1.320633611,1.492403389
3.965,1.004891295,1.001862211,59.97934575,-1.37797056,1.515482878
3.966,1.004891926,1.00003666,59.97463509,-1.291636684,1.549292964
3.967,1.004921276,1.000533183,59.97051639,-1.314153085,1.475595253
3.968,1.004906359,1.001929892,59.97020252,-1.350506997,1.524974031
3.969,1.004888787,0.99973257,59.9699281,-1.248192034,1.522932337
3.97,1.004918674,1.000963521,59.96752101,-1.334094588,1.454879579
3.971,1.004912403,1.001715023,59.96541641,-1.328572832,1.513384353
3.972,1.00492291,0.999908296,59.96162782,-1.261549077,1.478915426
3.973,1.0049304,1.001490495,59.95831533,-1.363276389,1.450402017
3.974,1.004909488,1.001301607,59.95541909,-1.320845077,1.514322535
3.975,1.004937371,0.999993414,59.95288681,-1.285185665,1.45457605
3.976,1.004939155,1.001745611,59.95137853,-1.381428231,1.459632744
3.977,1.004906735,1.000414809,59.95005979,-1.324312988,1.513422705
3.978,1.004939259,1.000279869,59.95397813,-1.34244906,1.44877264
3.979,1.004932043,1.001925645,59.95740408,-1.409211926,1.501658554
3.98,1.004917866,0.999869449,59.9603995,-1.309654833,1.5314801
3.981,1.004939274,1.000687988,59.96608697,-1.367029161,1.467085685
3.982,1.004884052,1.001869521,59.97105974,-1.363690553,1.526669753
3.983,1.004884692,0.999781923,59.9754076,-1.266903773,1.510759659
3.984,1.004911268,1.00123212,59.97702999,-1.341130513,1.461338187
3.985,1.004890758,1.001588882,59.9784485,-1.309772249,1.518608797
3.986,1.004898301,0.999777972,59.97968876,-1.240358699,1.462620567
3.987,1.004898326,1.001575889,59.96308617,-1.344788049,1.435386275
3.988,1.004890036,1.000826868,59.94856993,-1.289060277,1.484482303
3.989,1.004919079,1.000112663,59.94137088,-1.277505121,1.409266874
3.99,1.004905277,1.001880528,59.93507649,-1.366898106,1.431093399
3.991,1.004885786,1.000073682,59.92957308,-1.285166777,1.465318794
3.992,1.004915482,1.000489314,59.92476124,-1.330255747,1.390054867
3.993,1.004887581,1.001896245,59.93163378,-1.374088572,1.440052209
3.994,1.004870868,0.999750148,59.9376427,-1.297251883,1.450797656
3.995,1.00488842,1.000918857,59.94020513,-1.371338132,1.399438421
3.996,1.004878138,1.001714354,59.94244556,-1.377275594,1.472074677
3.997,1.00488697,0.999608709,59.94279235,-1.295810782,1.452047016
3.998,1.004915983,1.001242878,59.94309556,-1.402775543,1.423919977
3.999,1.004889646,1.001141916,59.94336068,-1.362322832,1.496614526
4,1.004915005,0.999861427,59.94359247,-1.317758256,1.448364894
4.001,1.004915743,1.001653904,59.94352517,-1.411975954,1.463110215
4.002,1.004881253,1.000357367,59.94346633,-1.33202178,1.519721281
4.003,1.004910283,1.000160411,59.95463088,-1.337220547,1.450842768
4.004,1.004897184,1.001830428,59.96439246,-1.390248055,1.489663131
4.005,1.004873346,0.999767879,59.96215608,-1.306059797,1.518935502
4.006,1.004903246,1.000577568,59.96020074,-1.35171383,1.456794065
4.007,1.004873752,1.001792558,59.95849112,-1.377858867,1.521812929
4.008,1.004860967,0.999482037,59.95699633,-1.280015089,1.51611577
4.009,1.004879308,1.000964908,59.94992642,-1.371952504,1.46673785
4.01,1.004859147,1.001356569,59.94374494,-1.347078278,1.533465945
4.011,1.004864941,0.999692671,59.93540746,-1.282211038,1.495833987
4.012,1.004878176,1.001454619,59.92811769,-1.380432199,1.484878394
4.013,1.004874435,1.000767743,59.92174399,-1.319309483,1.54742345
4.014,1.004904858,0.999943731,59.91648472,-1.297226038,1.480777208
4.015,1.004899875,1.001665631,59.91188636,-1.373085152,1.498433648
4.016,1.004885408,1.000006113,59.90786584,-1.297744564,1.541244937
4.017,1.00490105,1.000307656,59.91980014,-1.321466799,1.470653182
4.018,1.004902628,1.001765599,59.93023473,-1.373784819,1.524411563
4.019,1.004878966,0.999534893,59.93935807,-1.27698914,1.536369258
4.02,1.004899681,1.000612902,59.93180455,-1.354940735,1.474523935
4.021,1.004865964,1.001526813,59.92520024,-1.352258697,1.539441451
4.022,1.004880049,0.999551874,59.92469141,-1.276268804,1.517567886
4.023,1.004907088,1.00112851,59.92424653,-1.366234801,1.486460956
4.024,1.004865623,1.001157423,59.92385755,-1.329067669,1.554687249
4.025,1.004900771,0.999642026,59.9226079,-1.281027967,1.500397206
4.026,1.004912212,1.001457114,59.92151528,-1.376660974,1.500472259
4.027,1.004892922,1.000301882,59.92055997,-1.310414735,1.556081647
4.028,1.004921007,0.999982667,59.92204188,-1.30979517,1.486600493
4.029,1.004899214,1.001694665,59.92333756,-1.380299806,1.527836944
4.03,1.004886133,0.999635874,59.9444713,-1.284770688,1.557351041
4.031,1.004914882,1.000353263,59.96294929,-1.335494521,1.486492353
4.032,1.004882443,1.001610655,59.97910527,-1.354653982,1.543096592
4.033,1.004877283,0.999434163,59.99323103,-1.271113376,1.538404757
4.034,1.004892518,1.000841114,59.98940629,-1.347219777,1.490376687
4.035,1.004881174,1.001358721,59.98606217,-1.333384543,1.558650743
4.036,1.004892815,0.999437121,59.98461143,-1.261906696,1.519227197
4.037,1.004897346,1.001184214,59.98334299,-1.36416108,1.497091267
4.038,1.004874106,1.000690172,59.98459649,-1.31348143,1.559256593
4.039,1.004900181,0.999747906,59.98569248,-1.290085667,1.495500445
4.04,1.004910207,1.001511105,59.98665074,-1.379038546,1.518455345
4.041,1.004886857,0.999871954,59.98748858,-1.293878424,1.56157775
4.042,1.004897742,1.000067451,59.98222543,-1.319053985,1.487289679
4.043,1.004881097,1.001589494,59.97762368,-1.362745554,1.533190558
4.044,1.004877772,0.999433748,59.98041362,-1.279214309,1.547906706
4.045,1.004901383,1.000505818,59.98285297,-1.339052066,1.488718651
4.046,1.004863509,1.00149723,59.96545855,-1.352472178,1.55597723
4.047,1.004874412,0.999223523,59.95024998,-1.267483933,1.536864403
4.048,1.004906154,1.00087744,59.93695257,-1.368165495,1.499051497
4.049,1.004877478,1.000980105,59.92532617,-1.335060616,1.567768532
4.05,1.004891371,0.999479904,59.92532617,-1.285796973,1.519637847
4.051,1.004894912,1.001327402,59.906718,-1.386204661,1.524918432
4.052,1.004878604,1.000183937,59.89044821,-1.320025163,1.583116756
4.053,1.004917731,0.999819936,59.87622294,-1.320976872,1.515749984
4.054,1.00489596,1.001521765,59.88821692,-1.385015544,1.550965583
4.055,1.00487773,0.999514774,59.8987037,-1.301276807,1.586064921
4.056,1.004904191,1.000220276,59.89354668,-1.336474242,1.519889421
4.057,1.00487736,1.001499812,59.88903771,-1.376356201,1.581564373
4.058,1.004868969,0.999140392,59.88509536,-1.282967573,1.582472656
4.059,1.004880409,1.000557311,59.89211971,-1.36939466,1.530578564
4.06,1.004869126,1.001132592,59.89826137,-1.352180171,1.600133834
4.061,1.004872485,0.999303612,59.90363123,-1.279848879,1.569992081
4.062,1.004896001,1.001024863,59.91867124,-1.376989893,1.553757716
4.063,1.004868075,1.000597608,59.93182126,-1.332185638,1.620621549
4.064,1.004893548,0.999577988,59.93400612,-1.305533768,1.562078299
4.065,1.004901245,1.001339785,59.93591641,-1.388013935,1.579304476
4.066,1.004870961,0.999808482,59.93758666,-1.311078794,1.629143196
4.067,1.00490251,0.999916684,59.94677112,-1.321153263,1.559129194
4.068,1.00487061,1.001503403,59.95480144,-1.363641254,1.606087726
4.069,1.004874316,0.999232689,59.96182263,-1.246923115,1.613150725
4.07,1.00489996,1.000253855,59.95736963,-1.298244439,1.533046864
4.071,1.004859278,1.001313685,59.9534762,-1.294698662,1.577747542
4.072,1.004869379,0.99918608,59.96327994,-1.214509229,1.545279332
4.073,1.004898562,1.000793495,59.9718517,-1.301508276,1.493657431
4.074,1.004891851,1.000954542,59.97934631,-1.275460035,1.546804179
4.075,1.004910275,0.999378117,59.98589911,-1.224926989,1.484276363
4.076,1.004917421,1.00119503,59.98233056,-1.334023003,1.466870446
4.077,1.004908189,1.000218356,59.97921045,-1.283846896,1.5179308
4.078,1.004942712,0.999730551,59.96981208,-1.286982743,1.445918269
4.079,1.004918411,1.001431223,59.96159475,-1.378847437,1.481741495
4.08,1.004889309,0.999457834,59.95553592,-1.29488717,1.516993584
4.081,1.004919402,1.000015321,59.95023846,-1.345596806,1.447107235
4.082,1.004909921,1.00135604,59.9456067,-1.378728545,1.505378144
4.083,1.004914172,0.999197583,59.94155699,-1.300375508,1.514323027
4.084,1.004923302,1.000467092,59.94119784,-1.368407489,1.46900229
4.085,1.00489608,1.001171502,59.94088381,-1.369225059,1.544583982
4.086,1.004904178,0.999139421,59.95762661,-1.29560535,1.520843013
4.087,1.00492118,1.000842135,59.97226545,-1.399217939,1.502596631
4.088,1.004885257,1.000599458,59.96386883,-1.349728935,1.575772408
4.089,1.004908643,0.999411126,59.95652737,-1.311021164,1.522890018
4.09,1.004894804,1.001244448,59.95010846,-1.390987804,1.54431684
4.091,1.004866006,0.999770125,59.94449617,-1.287965611,1.589795757
4.092,1.004898276,0.999800912,59.94795287,-1.288041106,1.509481342
4.093,1.004873255,1.001435135,59.95097518,-1.327517178,1.540437499
4.094,1.004874159,0.999305184,59.9536177,-1.240490117,1.54845136
4.095,1.004914405,1.000289949,59.94865736,-1.290220077,1.475365004
4.096,1.004907169,1.001403848,59.94432035,-1.307049851,1.528989921
4.097,1.004912879,0.999117468,59.95106832,-1.218189359,1.504567819
4.098,1.004930781,1.000722247,59.95696833,-1.318867718,1.452216756
4.099,1.00491506,1.000986715,59.96212691,-1.302250068,1.513721936
4.1,1.004929417,0.999325292,59.95922656,-1.257973633,1.466777814
4.101,1.004922027,1.001127426,59.95669068,-1.365590104,1.464900014
4.102,1.004902923,1.00023786,59.95447347,-1.300558241,1.525450601
4.103,1.004934945,0.999688872,59.95051034,-1.291176799,1.457583239
4.104,1.004933361,1.001384841,59.94704523,-1.364781458,1.484390597
4.105,1.004916239,0.999530487,59.94946621,-1.290834053,1.522826608
4.106,1.004940294,1.000051063,59.95158296,-1.325139101,1.456257924
4.107,1.004931938,1.001430771,59.95343371,-1.362217466,1.514344669
4.108,1.004927873,0.999139471,59.96467683,-1.260841953,1.518817415
4.109,1.004954771,1.00042314,59.9745071,-1.33873936,1.459757253
4.11,1.0049286,1.001199561,59.98310205,-1.334463212,1.525263481
4.111,1.004925639,0.999171315,59.98310205,-1.265376985,1.4979653
4.112,1.004943984,1.000874241,59.98394677,-1.361536901,1.476291764
4.113,1.004902719,1.000667113,59.98468534,-1.311198435,1.542447194
4.114,1.004920668,0.999493759,59.98373304,-1.268882478,1.483663276
4.115,1.004920713,1.001324676,59.98290041,-1.35707323,1.490164111
4.116,1.004907427,0.999896905,59.98217242,-1.287651667,1.540537377
4.117,1.004946842,0.999868593,59.9815359,-1.29889535,1.469464587
4.118,1.004927675,1.001500968,59.97753308,-1.358796662,1.513950389
4.119,1.004933567,0.999329444,59.97403327,-1.257017721,1.533790931
4.12,1.004960562,1.000269262,59.96260454,-1.312707216,1.462519083
4.121,1.004943659,1.00137546,59.95261197,-1.327813686,1.519443423
4.122,1.004933581,0.999163988,59.9572405,-1.25190073,1.510004423
4.123,1.004951454,1.000696635,59.96128739,-1.337139735,1.468656507
4.124,1.004938116,1.001013665,59.96482573,-1.311810717,1.537375541
4.125,1.004951549,0.999405722,59.96791943,-1.244669863,1.493100424
4.126,1.004952346,1.001148427,59.96017233,-1.345442653,1.477291119
4.127,1.004923847,1.000389877,59.95339876,-1.290355685,1.537167687
4.128,1.004945002,0.999677671,59.95325273,-1.280148014,1.470786837
4.129,1.004958983,1.001413653,59.95312505,-1.362682884,1.501325511
4.13,1.004936842,0.999661744,59.95325094,-1.269350643,1.538492291
4.131,1.004965693,1.000021174,59.95336101,-1.303103331,1.464014846
4.132,1.004942673,1.00149219,59.95345725,-1.338365509,1.513678567
4.133,1.004953278,0.999285296,59.95354139,-1.260346198,1.524571038
4.134,1.004982323,1.00046515,59.94690762,-1.325704146,1.470811545
4.135,1.004935748,1.001327001,59.94110747,-1.325255362,1.539893346
4.136,1.004936816,0.999279097,59.95234586,-1.240117734,1.514032364
4.137,1.004962918,1.000977256,59.96217199,-1.343032104,1.481377387
4.138,1.004939873,1.000874685,59.97076333,-1.301207797,1.547217447
4.139,1.004956604,0.999495715,59.97707494,-1.263945354,1.490993426
4.14,1.004946665,1.001343227,59.9825934,-1.357997932,1.502352817
4.141,1.004933564,1.000036334,59.98741839,-1.274985133,1.552129965
4.142,1.004974359,0.999874823,59.98198198,-1.281609876,1.477463612
4.143,1.00495736,1.001528884,59.97722873,-1.337548549,1.511967711
4.144,1.004952839,0.999491712,59.97307278,-1.260228697,1.53707866
4.145,1.004975432,1.000315824,59.97741621,-1.306836662,1.471635446
4.146,1.00496354,1.00150605,59.98121383,-1.331203692,1.534635294
4.147,1.004962511,0.999314277,59.9845558,-1.234746886,1.525568915
4.148,1.004971177,1.000784314,59.9874778,-1.327500754,1.474551534
4.149,1.004945423,1.001231488,59.99003261,-1.306840205,1.540518366
4.15,1.00496059,0.999427341,59.99365124,-1.251239071,1.499115362
4.151,1.004978765,1.001180511,59.99681514,-1.352022523,1.490136445
4.152,1.004945943,1.00054278,59.99958146,-1.286826723,1.55091547
4.153,1.00497085,0.999737765,59.99205872,-1.265002002,1.484189359
4.154,1.004967959,1.00150642,59.98548132,-1.340581688,1.502231159
4.155,1.00494789,0.999804012,59.97904302,-1.268775009,1.542557001
4.156,1.004983644,1.0001253,59.97341379,-1.297423367,1.472743485
4.157,1.004963387,1.00164726,59.96849194,-1.343146752,1.527287374
4.158,1.00495597,0.999411454,59.96418859,-1.240469706,1.536096605
4.159,1.004996005,1.00060605,59.96372377,-1.314308467,1.471696142
4.16,1.00496642,1.00151233,59.96331736,-1.316494327,1.534863823
4.161,1.004962409,0.999403617,59.96242737,-1.245833085,1.512183979
4.162,1.004970984,1.001076717,59.96164922,-1.338335395,1.484066683
4.163,1.004951934,1.000998918,59.95708959,-1.294726123,1.550633791
4.164,1.004978737,0.999669275,59.95310295,-1.244535219,1.497197696
4.165,1.004974618,1.001476017,59.94961728,-1.339720533,1.496186382
4.166,1.004953959,1.000225103,59.94656963,-1.278059514,1.55049346
4.167,1.004984311,1.000026367,59.94950002,-1.28738788,1.482638245
4.168,1.004977557,1.001664385,59.95206216,-1.354138316,1.52528619
4.169,1.004954431,0.999674439,59.94951863,-1.25335114,1.553461081
4.17,1.004981465,1.000442321,59.94951863,-1.30342526,1.482133995
4.171,1.004977067,1.00164591,59.94729472,-1.33541839,1.540575053
4.172,1.004973028,0.999463724,59.94640866,-1.264083154,1.541588524
4.173,1.004980611,1.000840094,59.94563394,-1.348362623,1.50080334
4.174,1.004940821,1.0013292,59.94495658,-1.329125715,1.575132362
4.175,1.004957785,0.999552182,59.94436433,-1.25246365,1.54280209
4.176,1.004967449,1.001278179,59.9505225,-1.347233485,1.524059334
4.177,1.004929672,1.000738674,59.9559068,-1.284713276,1.585635323
4.178,1.004966788,0.999832925,59.95488659,-1.257144427,1.518822986
4.179,1.004970559,1.001645954,59.95399459,-1.33406537,1.538088142
4.18,1.004957841,1.000030534,59.95321468,-1.236412672,1.572095463
4.181,1.005001854,1.000231019,59.94520147,-1.258516059,1.488341954
4.182,1.004971034,1.001766063,59.93819523,-1.301385409,1.52492668
4.183,1.004959416,0.999621951,59.93206942,-1.226795236,1.533115325
4.184,1.00499426,1.000712026,59.93320026,-1.295807685,1.471055058
4.185,1.004977164,1.001636246,59.93418899,-1.307934281,1.536285327
4.186,1.004976969,0.999526889,59.93505347,-1.222349169,1.515060322
4.187,1.004982911,1.001153542,59.93275201,-1.328613208,1.475902462
4.188,1.004965501,1.001186315,59.93073976,-1.30376058,1.544861057
4.189,1.004982507,0.999725993,59.92742623,-1.269321421,1.498832817
4.19,1.004985349,1.001509958,59.92452909,-1.368080678,1.509825104
4.191,1.004955689,1.000440753,59.92199601,-1.291291648,1.571328568
4.192,1.00499566,1.000031861,59.93158284,-1.287930813,1.504487361
4.193,1.004973776,1.001706998,59.93996495,-1.336836562,1.53657522
4.194,1.00496753,0.999794234,59.94729373,-1.242038939,1.563898345
4.195,1.004985111,1.000422091,59.93729119,-1.268987703,1.488475008
4.196,1.004969862,1.00175353,59.92854561,-1.291882566,1.538271471
4.197,1.004968939,0.999547859,59.93838475,-1.188096202,1.523075733
4.198,1.004997693,1.000894568,59.94698746,-1.279790384,1.457014451
4.199,1.004962577,1.001542633,59.95450913,-1.261578411,1.511170692
4.2,1.004991335,0.999594883,59.9610856,-1.202100865,1.463599657
4.201,1.005010296,1.001337171,59.96924562,-1.305238946,1.438606715
4.202,1.004981811,1.000918407,59.97638022,-1.256508311,1.496224055
4.203,1.005006537,0.999842657,59.96887486,-1.236521716,1.429476829
4.204,1.004971892,1.001658151,59.96231266,-1.329006146,1.441482862
4.205,1.004958248,1.000065332,59.96461221,-1.263281902,1.487031787
4.206,1.004996149,1.000213149,59.96662279,-1.290621172,1.418368383
4.207,1.004989755,1.001787494,59.96838071,-1.34999282,1.472409762
4.208,1.004968492,0.999602028,59.96991773,-1.249947364,1.490820795
4.209,1.004996441,1.000663832,59.96052103,-1.321675415,1.428389011
4.21,1.004977779,1.001658684,59.95230516,-1.329346805,1.493822758
4.211,1.004978729,0.999496949,59.95787931,-1.255150463,1.481240759
4.212,1.004983715,1.001055559,59.962753,-1.342626755,1.450817904
4.213,1.004964214,1.001210234,59.95747663,-1.306918402,1.52407693
4.214,1.004974664,0.999649133,59.95286331,-1.247534961,1.480326542
4.215,1.004989111,1.001415505,59.94882972,-1.345616754,1.476253431
4.216,1.004951087,1.00043556,59.945303,-1.27963392,1.53514723
4.217,1.004970958,1.000001803,59.94562939,-1.275345671,1.468787114
4.218,1.004972095,1.001703022,59.94591477,-1.345506929,1.505650494
4.219,1.004949124,0.999830119,59.94616428,-1.24316091,1.537810912
4.22,1.004984978,1.000399487,59.95101027,-1.28617331,1.463470072
4.221,1.00496638,1.001762812,59.9552473,-1.315024248,1.515941079
4.222,1.004959447,0.999475175,59.94893859,-1.232450997,1.516265457
4.223,1.004997676,1.000774541,59.94342265,-1.306621937,1.46377917
4.224,1.004961494,1.001464547,59.93859986,-1.29716471,1.531788513
4.225,1.004976325,0.99949106,59.94078909,-1.218690914,1.499844204
4.226,1.004995371,1.00123893,59.94270322,-1.32501313,1.47203503
4.227,1.004978171,1.000872564,59.94437681,-1.278276832,1.535333699
4.228,1.005008987,0.9998035,59.93602582,-1.251954037,1.476173727
4.229,1.004999059,1.001603991,59.92872424,-1.341364459,1.494906708
4.23,1.004980239,1.000117858,59.9341917,-1.253283328,1.542434562
4.231,1.005011045,1.000177283,59.9341917,-1.27106478,1.467493753
4.232,1.004992912,1.001716358,59.9389721,-1.321585293,1.508054457
4.233,1.004963239,0.999549282,59.94315177,-1.240097637,1.52949023
4.234,1.004989294,1.000516137,59.94706427,-1.297575856,1.467129822
4.235,1.004977741,1.00157034,59.95048511,-1.31300644,1.533649014
4.236,1.004988594,0.999415401,59.95347608,-1.217104681,1.520339594
4.237,1.004994843,1.000930312,59.95832435,-1.314321952,1.473779874
4.238,1.004959762,1.001199079,59.96256337,-1.285953319,1.540259971
4.239,1.004976499,0.999620104,59.96472759,-1.235221557,1.494989943
4.24,1.005013349,1.001387049,59.96661986,-1.330881487,1.493123347
4.241,1.004973383,1.000537947,59.96827433,-1.259914078,1.551498876
4.242,1.005009458,0.999868798,59.9697209,-1.249769409,1.480849376
4.243,1.00499951,1.001633179,59.95860191,-1.321470667,1.506179217
4.244,1.004988592,0.999784482,59.94888017,-1.243758238,1.544244691
4.245,1.005023134,1.000242675,59.96003698,-1.27760509,1.475630586
4.246,1.004987057,1.001685834,59.96979179,-1.318599618,1.534778299
4.247,1.004982815,0.999417257,59.96589574,-1.216380367,1.538710896
4.248,1.005015962,1.000710676,59.96248929,-1.300515078,1.478803492
4.249,1.004994653,1.001476193,59.95951091,-1.291342006,1.543475835
4.25,1.005002175,0.999451449,59.9569068,-1.223039191,1.513808554
4.251,1.005013892,1.001178772,59.94961795,-1.315923939,1.490592595
4.252,1.004989515,1.000933335,59.94324505,-1.27067815,1.556582683
4.253,1.005019413,0.999651625,59.9396419,-1.235144522,1.500043685
4.254,1.005011497,1.001465836,59.93649154,-1.328844438,1.508146021
4.255,1.004988701,1.000084914,59.93373706,-1.258939459,1.561365007
4.256,1.005016983,1.000029104,59.92579105,-1.269230798,1.494117905
4.257,1.005010995,1.001657469,59.91884357,-1.337975414,1.544496237
4.258,1.004996315,0.999586833,59.91276913,-1.236578909,1.568930048
4.259,1.005006525,1.000454586,59.91444388,-1.298790541,1.501416456
4.26,1.004986979,1.001617129,59.91590818,-1.310309546,1.562434688
4.261,1.004995164,0.999408274,59.91718847,-1.230404323,1.554230782
4.262,1.005024307,1.000877629,59.92642849,-1.309533004,1.51508885
4.263,1.004987183,1.001259682,59.93450738,-1.291001246,1.586816596
4.264,1.005009225,0.999416465,59.92212181,-1.228641903,1.548399922
4.265,1.005018291,1.001223716,59.91129265,-1.334437041,1.537082832
4.266,1.004985906,1.000503034,59.90182433,-1.275605964,1.600837434
4.267,1.005016624,0.9998091,59.90562987,-1.259944409,1.539858789
4.268,1.005012348,1.001614915,59.90895718,-1.349524516,1.575156497
4.269,1.004982844,0.999833305,59.91186638,-1.256754993,1.617790489
4.27,1.005024648,1.000225908,59.92158009,-1.29544762,1.547967548
4.271,1.004993506,1.001678341,59.93007314,-1.330984802,1.601250855
4.272,1.00498239,0.999417303,59.93702056,-1.245648292,1.614691489
4.273,1.00500455,1.00063973,59.94309494,-1.302295296,1.562835699
4.274,1.00497743,1.001429939,59.94840599,-1.283852334,1.628276493
4.275,1.004980215,0.999330643,59.95304964,-1.180420369,1.596812842
