t|Main,Vload_2|Load_2,Qload_2|Load_2,Pload_2|Load_2
15.076,1.016116917,5.306417758,18.29101913
15.077,1.016148729,5.439056752,18.29922917
15.078,1.016299928,5.286036252,18.21988683
15.079,1.016034066,5.337788165,18.31003413
15.08,1.016155627,5.43078966,18.27752856
15.081,1.016255164,5.27686933,18.23151767
15.082,1.015944234,5.373066187,18.32115087
15.083,1.01624217,5.392730952,18.25067507
15.084,1.016145752,5.274882557,18.24671677
15.085,1.015922592,5.408155027,18.32477887
15.086,1.016225991,5.356381853,18.23230724
15.087,1.016031486,5.291364326,18.26876254
15.088,1.015947282,5.435030259,18.31588164
15.089,1.016181917,5.320746965,18.21998785
15.09,1.015923126,5.315606367,18.28984849
15.091,1.015954235,5.450254998,18.29755866
15.092,1.016114043,5.2997047,18.2180175
15.093,1.015834602,5.347171846,18.30412398
15.094,1.015961627,5.438549535,18.27142069
15.095,1.016016763,5.283442287,18.22393823
15.096,1.015750401,5.381891102,18.31634281
15.097,1.016030476,5.404958926,18.24803226
15.098,1.015970945,5.286274838,18.24268107
15.099,1.015720284,5.415191537,18.31930965
15.1,1.01602782,5.363256918,18.22691026
15.101,1.015838019,5.298858548,18.26466273
15.102,1.015725459,5.445289595,18.31212416
15.103,1.01596878,5.333892979,18.21635788
15.104,1.015719002,5.325124836,18.28428216
15.105,1.015716284,5.458805162,18.29327147
15.106,1.015874099,5.308736121,18.21217103
15.107,1.015577255,5.357481692,18.30128455
15.108,1.015692577,5.452838844,18.2696864
15.109,1.015768441,5.299819286,18.22092662
15.11,1.015486685,5.393610053,18.31030353
15.111,1.015782253,5.418000427,18.24269212
15.112,1.015678806,5.297995538,18.23686755
15.113,1.01548446,5.428618772,18.31568849
15.114,1.015811027,5.380069793,18.2238896
15.115,1.015649554,5.31128202,18.25823888
15.116,1.015488732,5.454246938,18.30743323
15.117,1.015728883,5.343857649,18.2101046
15.118,1.015455588,5.334182698,18.27988624
15.119,1.015454082,5.470108545,18.2906934
15.12,1.015621537,5.322743054,18.20923412
15.121,1.015330199,5.367349445,18.29470224
15.122,1.015459125,5.46295594,18.26460989
15.123,1.015574242,5.309624169,18.2145047
15.124,1.01527687,5.403637961,18.30639626
15.125,1.015551011,5.432263416,18.23858039
15.126,1.015496924,5.308571442,18.22932016
15.127,1.015220704,5.434177124,18.30649085
15.128,1.015548412,5.387515097,18.21349156
15.129,1.015291478,5.317404057,18.24846482
15.13,1.015191091,5.461306701,18.29887764
15.131,1.01546463,5.352396885,18.20443402
15.132,1.015222205,5.337444597,18.27114504
15.133,1.015223143,5.473198168,18.28487062
15.134,1.015421111,5.32568072,18.20426529
15.135,1.015146244,5.369059686,18.29450468
15.136,1.015251595,5.46960989,18.26662625
15.137,1.015331713,5.312964155,18.21519495
15.138,1.015033351,5.402543341,18.30420031
15.139,1.015351425,5.433582185,18.23621543
15.14,1.01524285,5.309007881,18.22523041
15.141,1.015026375,5.436428302,18.3039858
15.142,1.015364845,5.394306455,18.21302937
15.143,1.015212074,5.318292135,18.24391091
15.144,1.01507673,5.460853374,18.29443504
15.145,1.015353706,5.35463453,18.19653643
15.146,1.015045491,5.337581497,18.26408343
15.147,1.015037936,5.475982185,18.27818582
15.148,1.015243709,5.328538861,18.19641602
15.149,1.014928839,5.366531082,18.28135155
15.15,1.015029311,5.468956392,18.25439586
15.151,1.015136862,5.311897032,18.20203481
15.152,1.014854973,5.401278655,18.29466673
15.153,1.01515302,5.441037492,18.23227813
15.154,1.015076211,5.313039028,18.21872921
15.155,1.014798183,5.436228231,18.29624698
15.156,1.015153532,5.398273898,18.20495902
15.157,1.01492765,5.321362386,18.23469314
15.158,1.014787703,5.465202035,18.28833679
15.159,1.015051206,5.365176548,18.19149242
15.16,1.014778537,5.342738621,18.25293723
15.161,1.014786582,5.479467539,18.26922338
15.162,1.014975988,5.335303475,18.18437493
15.163,1.014661437,5.371090669,18.270737
15.164,1.014785027,5.477384416,18.24879782
15.165,1.014918819,5.322257813,18.19526805
15.166,1.014599114,5.405238334,18.28510046
15.167,1.014917055,5.447121295,18.22460162
15.168,1.014842059,5.317494303,18.21058681
15.169,1.014579149,5.440299819,18.29199731
15.17,1.014939127,5.409524626,18.20375514
15.171,1.014754411,5.328771526,18.22938466
15.172,1.014593524,5.468036132,18.28383285
15.173,1.014867739,5.371534303,18.18610726
15.174,1.014601358,5.348130386,18.24709051
15.175,1.01455771,5.48731676,18.26622512
15.176,1.014747821,5.346022222,18.18217364
15.177,1.0144403,5.375227893,18.26358541
15.178,1.014562123,5.482538718,18.24335255
15.179,1.014654104,5.326723558,18.18692058
15.18,1.014360073,5.408887903,18.27881373
15.181,1.01462921,5.456650134,18.22084434
15.182,1.014602237,5.322173331,18.20315326
15.183,1.014307938,5.439816643,18.28422709
