t|Main,Q_BESS1|BESS_1,V_BESS1|BESS_1,freq_BESS_1|BESS_1,Vrms_BESS_1|BESS_1,P_BESS1|BESS_1
3.117,-0.360587199,1.007851648,59.96430302,1.00576237,1.38067404
3.118,-0.305396026,1.007807254,59.96117364,1.005440727,1.448119482
3.119,-0.269239254,1.007873937,59.95843751,1.004401766,1.379648279
3.12,-0.32594292,1.007856092,59.95490828,1.006257338,1.386861863
3.121,-0.206615799,1.007880736,59.95182256,1.004816446,1.42655226
3.122,-0.187654532,1.007872778,59.95789349,1.004607308,1.334851771
3.123,-0.242723965,1.007879145,59.96320152,1.006245171,1.365681305
3.124,-0.157825947,1.007869364,59.96784253,1.003981573,1.35282988
3.125,-0.227312185,1.007978312,59.9728291,1.004953944,1.255673718
3.126,-0.238655094,1.007953351,59.97718904,1.006145774,1.306368718
3.127,-0.152478935,1.007943351,59.9810011,1.004061202,1.279889552
3.128,-0.251226879,1.007975302,59.98971162,1.005532905,1.229622265
3.129,-0.257119938,1.007959558,59.99732754,1.005844075,1.290343149
3.13,-0.23233796,1.007984359,60.00421488,1.003970923,1.230074868
3.131,-0.34444661,1.007945173,60.01023673,1.006020771,1.221098047
3.132,-0.280830129,1.007920113,60.01550185,1.004912478,1.291927388
3.133,-0.272054161,1.007902832,60.02010534,1.004315664,1.232084351
3.134,-0.363463874,1.007902878,60.01374321,1.005894058,1.278306691
3.135,-0.294551577,1.007846342,60.00818058,1.004234186,1.319422849
3.136,-0.348353555,1.007860021,60.00737991,1.004512185,1.244364955
3.137,-0.380381137,1.007847106,60.00667987,1.006265778,1.316227437
3.138,-0.279271548,1.007848447,60.0046742,1.003828184,1.335937757
3.139,-0.345733923,1.007817862,60.00292057,1.005164041,1.29722639
3.14,-0.353380667,1.007811093,60.00138731,1.005682902,1.374737012
3.141,-0.283800533,1.007773753,60.00004673,1.003612504,1.346410412
3.142,-0.358236914,1.00776481,60.0002446,1.005431828,1.318647676
3.143,-0.274550975,1.007740026,60.0004176,1.005279427,1.399536317
3.144,-0.209004143,1.007748204,60.00056887,1.004165872,1.340173192
3.145,-0.28569652,1.007738007,59.9839315,1.005898671,1.352138487
3.146,-0.21358381,1.00775711,59.96938484,1.004581019,1.382074057
3.147,-0.235768634,1.007765576,59.96668117,1.004193363,1.283418794
3.148,-0.273542305,1.007751576,59.96431726,1.006108053,1.312151408
3.149,-0.163439194,1.007755747,59.9622504,1.003704841,1.30700111
3.15,-0.219140802,1.00777064,59.96770181,1.004865509,1.219910547
3.151,-0.26533956,1.007774066,59.97246818,1.005638242,1.263889064
3.152,-0.213772629,1.007746797,59.97663559,1.003677602,1.2304607
3.153,-0.321555515,1.007785095,59.96547097,1.005019828,1.16690312
3.154,-0.302977506,1.007709123,59.95570933,1.00561308,1.242456421
3.155,-0.253071424,1.007747494,59.95595459,1.003622788,1.194837574
3.156,-0.371350967,1.007710568,59.95616904,1.005651443,1.200748157
3.157,-0.344315141,1.007708216,59.95635653,1.00454186,1.259886122
3.158,-0.36810149,1.007691596,59.95652047,1.003832925,1.194025466
3.159,-0.44442763,1.007684879,59.96249033,1.005565252,1.23150597
3.16,-0.348521895,1.00763109,59.96770999,1.003779698,1.286532387
3.161,-0.378691971,1.007635384,59.96233045,1.00431923,1.225658614
3.162,-0.429840497,1.007577803,59.95762691,1.005635409,1.298287841
3.163,-0.354386131,1.007578385,59.9614757,1.003398407,1.306169863
3.164,-0.431669427,1.007541008,59.96484083,1.004476075,1.249220435
3.165,-0.416880206,1.007572725,59.96778309,1.005435119,1.334183746
3.166,-0.323554883,1.007534948,59.97035561,1.003087585,1.31471408
3.167,-0.418882043,1.007529058,59.96899558,1.005071319,1.301737028
3.168,-0.388094485,1.007499107,59.96780645,1.00465259,1.368363898
3.169,-0.367888615,1.007495481,59.96676675,1.003643378,1.30946325
3.17,-0.44703048,1.007486379,59.97874977,1.005333273,1.318609222
3.171,-0.356300567,1.007480557,59.98922695,1.004073586,1.378862397
3.172,-0.354171403,1.007506364,59.9897774,1.003755688,1.304826562
3.173,-0.423829962,1.007508844,59.99025867,1.005534845,1.358082237
3.174,-0.346283603,1.007519657,59.99067947,1.003181952,1.371954
3.175,-0.411320762,1.007530536,59.99228456,1.004114427,1.298702381
3.176,-0.420953701,1.007523289,59.99368796,1.005275092,1.36653706
3.177,-0.32340675,1.007491628,59.99491499,1.003059436,1.361365183
3.178,-0.411639329,1.007519699,59.9963757,1.00460818,1.321689548
3.179,-0.407782214,1.007484934,59.99765284,1.004955804,1.392386409
3.18,-0.366918043,1.007521572,59.99334428,1.003204602,1.34252296
3.181,-0.462142282,1.007469358,59.98957715,1.005108369,1.332396763
3.182,-0.393016503,1.007478227,59.98628341,1.004148724,1.400333408
3.183,-0.367938689,1.007468735,59.98340357,1.003275729,1.335056804
3.184,-0.457369927,1.007474772,59.98143171,1.005075894,1.372935078
3.185,-0.387666203,1.007426072,59.97970764,1.003268868,1.408639395
3.186,-0.436907434,1.007445747,59.97151895,1.003717407,1.330390237
3.187,-0.466327767,1.007400321,59.96435929,1.005310721,1.391339549
3.188,-0.36374581,1.007411158,59.97237221,1.003012952,1.403879565
3.189,-0.427893751,1.007394966,59.9793782,1.004176717,1.350025615
3.19,-0.444505801,1.007382848,59.98550379,1.004912896,1.419808625
3.191,-0.381406482,1.007376245,59.99085962,1.002696014,1.386174387
3.192,-0.479903616,1.007380997,59.99060265,1.004555932,1.354589282
3.193,-0.424193477,1.007359832,59.99037797,1.004284841,1.428523249
3.194,-0.372479962,1.007344944,59.99018152,1.003041067,1.374266419
3.195,-0.468275012,1.007364359,60.00148921,1.00474622,1.38863342
3.196,-0.412055199,1.00732616,60.01137593,1.003629663,1.436619248
3.197,-0.438700536,1.007373573,60.00764855,1.003238509,1.353973244
3.198,-0.491231704,1.007353667,60.00438956,1.005245227,1.400612117
3.199,-0.386802641,1.007355593,60.00154011,1.002809176,1.425694083
3.2,-0.430363779,1.007347187,59.99516762,1.003833861,1.360531717
3.201,-0.467394167,1.007339132,59.98959592,1.004694707,1.422668738
3.202,-0.396030621,1.007309981,59.98472439,1.002643167,1.406625844
3.203,-0.488602144,1.007334187,59.97847018,1.004074628,1.353893109
3.204,-0.456084981,1.007290831,59.9730019,1.004685963,1.432344346
3.205,-0.383233036,1.007316399,59.96089807,1.002780828,1.38945946
3.206,-0.484103847,1.007289357,59.95031525,1.004634635,1.384588867
3.207,-0.447829043,1.007300241,59.9410623,1.003843041,1.439119107
3.208,-0.449423969,1.007285122,59.93297212,1.002883593,1.365416316
3.209,-0.522864516,1.007278691,59.9336991,1.004837818,1.391669316
3.21,-0.423566593,1.007251221,59.93433473,1.002902756,1.435904406
3.211,-0.445947748,1.007258309,59.91394996,1.003494989,1.363216649
3.212,-0.499673106,1.007252479,59.89612683,1.004756128,1.420899395
3.213,-0.427691303,1.007250593,59.91561747,1.002767041,1.423240745
3.214,-0.505271625,1.007257515,59.93265885,1.003715348,1.35767001
3.215,-0.498828914,1.007231461,59.94755875,1.004857079,1.435226797
3.216,-0.407064719,1.00723109,59.96058627,1.002374421,1.410235353
3.217,-0.504930446,1.007229937,59.96199015,1.00435985,1.388086788
3.218,-0.490326346,1.007219542,59.96321761,1.003943989,1.451160976
3.219,-0.469553187,1.007201285,59.96429082,1.002852956,1.394763586
3.22,-0.556942066,1.007222667,59.9633939,1.004531725,1.401669942
3.221,-0.469939718,1.007179131,59.96260968,1.003422508,1.465876898
3.222,-0.462716675,1.00721702,59.9612836,1.003149417,1.392344605
3.223,-0.531661709,1.007185868,59.96012417,1.004935813,1.443703342
3.224,-0.462965932,1.00719838,59.95911043,1.00272836,1.462333069
3.225,-0.526325008,1.00719798,59.95754679,1.003512747,1.394271886
3.226,-0.539848345,1.007188065,59.95617965,1.004768156,1.464390765
3.227,-0.432889503,1.007153153,59.95498431,1.002375585,1.462262641
3.228,-0.512342601,1.007168714,59.9680758,1.004019241,1.417835983
3.229,-0.516100791,1.007137682,59.97952217,1.004311434,1.485698529
3.23,-0.473222259,1.007150082,59.96846981,1.002813745,1.443224895
3.231,-0.566707988,1.007123319,59.95880634,1.004470957,1.430402082
3.232,-0.495066538,1.007139775,59.95035721,1.003842104,1.500747408
3.233,-0.454926861,1.007128365,59.94296983,1.002738679,1.430139347
3.234,-0.541409928,1.007137058,59.94163746,1.004765188,1.459934462
3.235,-0.483668715,1.007119375,59.94047252,1.002868464,1.492336639
3.236,-0.535939039,1.007128936,59.94433603,1.003350621,1.418520204
3.237,-0.570549284,1.007124631,59.94771405,1.004835852,1.477791259
3.238,-0.46244052,1.00710073,59.95764883,1.002712842,1.496162437
3.239,-0.522403586,1.00709568,59.96633517,1.003751792,1.431895431
3.24,-0.553432363,1.007099406,59.97392996,1.004602359,1.497896381
3.241,-0.502327891,1.007117413,59.98057035,1.002546406,1.468779815
3.242,-0.604593997,1.007093913,59.98455071,1.004279234,1.442654198
3.243,-0.555038446,1.007079338,59.98803087,1.004049954,1.522169461
3.244,-0.490664118,1.00705135,59.99107371,1.002631559,1.473885507
3.245,-0.589841009,1.007069137,59.98572512,1.004437224,1.476646909
3.246,-0.554727168,1.007027666,59.98104865,1.003378094,1.527259381
3.247,-0.590668326,1.007067348,59.97340199,1.003103908,1.456114361
3.248,-0.647428719,1.007005827,59.96671623,1.00499462,1.510397157
3.249,-0.540646423,1.007013643,59.96087063,1.002785918,1.549438612
3.25,-0.568738011,1.007038118,59.95978688,1.003617502,1.489940402
3.251,-0.594131799,1.006988861,59.95883932,1.004630821,1.559814762
3.252,-0.493475093,1.00697097,59.95801083,1.002492731,1.545609206
3.253,-0.557640192,1.006976146,59.96833,1.00394336,1.485685579
3.254,-0.504442308,1.006960472,59.97735243,1.004481611,1.544330688
3.255,-0.408168168,1.006975528,59.97455556,1.002761736,1.482101071
3.256,-0.497772864,1.007011827,59.97211016,1.004483029,1.448868103
3.257,-0.460978321,1.006992621,59.96997206,1.004016892,1.481863385
3.258,-0.459317446,1.007020751,59.96810263,1.002889411,1.386960236
3.259,-0.542939407,1.007040827,59.95802041,1.00498452,1.393065501
3.26,-0.454994111,1.007027984,59.94920515,1.003063545,1.420161192
3.261,-0.482402421,1.007083781,59.95100577,1.003530454,1.331018991
3.262,-0.556323369,1.007063957,59.95258012,1.004726592,1.375588575
3.263,-0.497973875,1.007033327,59.95395663,1.002911312,1.378686425
3.264,-0.586668787,1.007057934,59.94956451,1.003787027,1.312199968
3.265,-0.589757652,1.007033145,59.94572433,1.00496376,1.388387809
3.266,-0.499510924,1.007057705,59.94236671,1.002588443,1.363277269
3.267,-0.602317931,1.006997913,59.9485651,1.004416932,1.334727723
3.268,-0.599345714,1.007032203,59.95398458,1.004207768,1.404868512
3.269,-0.574268828,1.007001739,59.95872303,1.002825553,1.358648775
3.27,-0.666573794,1.007009397,59.95453046,1.004611139,1.369422498
3.271,-0.578067251,1.006955358,59.95086475,1.003545856,1.439365469
3.272,-0.564830925,1.006959691,59.95046358,1.003328325,1.369491411
3.273,-0.641457824,1.006908213,59.95011282,1.004958766,1.418006705
3.274,-0.572136741,1.006876673,59.94980613,1.002999096,1.421204732
3.275,-0.635594295,1.006837604,59.95591213,1.003481317,1.337552847
3.276,-0.660461065,1.006816043,59.96125082,1.004913019,1.397169726
3.277,-0.560114603,1.00678967,59.96591863,1.002371409,1.388467554
3.278,-0.641928842,1.006819502,59.97099747,1.004062578,1.340535696
3.279,-0.647442399,1.006715125,59.97543809,1.004151938,1.401693624
3.28,-0.596539555,1.00673063,59.97482523,1.002708178,1.34984111
3.281,-0.692026458,1.006763392,59.97428938,1.00426765,1.320900795
3.282,-0.62967967,1.006747686,59.97382087,1.003936978,1.385869833
3.283,-0.594466406,1.006778167,59.97341124,1.002772022,1.309667724
3.284,-0.688959865,1.006785852,59.97385712,1.004862511,1.338954764
3.285,-0.629475182,1.006756818,59.97424697,1.00294198,1.364634336
3.286,-0.676371845,1.006752991,59.97364319,1.003257673,1.287719308
3.287,-0.72066638,1.006738751,59.97311529,1.004679272,1.339264306
3.288,-0.618333828,1.006696626,59.97265372,1.002551771,1.356862611
3.289,-0.683828197,1.006730304,59.96939,1.003692656,1.293424878
3.29,-0.716274959,1.006746213,59.96653642,1.004539067,1.367480971
3.291,-0.655615415,1.006770817,59.96404142,1.002532794,1.340001582
3.292,-0.752769904,1.006737244,59.96329258,1.004081903,1.307055985
3.293,-0.709426172,1.006736484,59.96263784,1.00407179,1.386452082
3.294,-0.641807122,1.006713306,59.96206538,1.002438614,1.336117853
3.295,-0.744318591,1.006707911,59.96318169,1.004453655,1.348850578
3.296,-0.692650493,1.006689207,59.96415772,1.003269441,1.402818938
3.297,-0.711992909,1.006717306,59.97294351,1.003083785,1.335290821
3.298,-0.765253474,1.006686709,59.98062525,1.004773542,1.380099906
3.299,-0.657224702,1.006691876,59.98734167,1.00284881,1.417222754
3.3,-0.685928421,1.006695443,59.99391202,1.003374569,1.344389912
3.301,-0.730629448,1.00670566,59.99965673,1.004677819,1.411788517
3.302,-0.65388097,1.0066926,60.00467953,1.002353615,1.400715504
3.303,-0.739313756,1.006721642,60.00251302,1.003779212,1.349400859
3.304,-0.710043964,1.006711222,60.00061876,1.004271175,1.424956391
3.305,-0.620576418,1.006683088,60.00245844,1.002541882,1.388412648
3.306,-0.718911322,1.006716068,60.00406693,1.004244464,1.370294629
3.307,-0.685455188,1.006698452,60.0054733,1.003890123,1.430967256
3.308,-0.677638291,1.00673264,60.00670293,1.002747448,1.360886203
3.309,-0.753768955,1.006701488,60.00483451,1.004805232,1.383920269
3.31,-0.657058186,1.006704786,60.00320089,1.002994866,1.428225562
3.311,-0.666745099,1.006700272,60.00995176,1.003191718,1.349193685
3.312,-0.733952879,1.006703507,60.0158543,1.004559791,1.402512669
3.313,-0.660786944,1.006672052,60.0210151,1.002554629,1.409108563
3.314,-0.736158632,1.006686153,60.01935055,1.003463294,1.341015397
3.315,-0.735225749,1.006640642,60.01789518,1.004637511,1.414705442
3.316,-0.638530932,1.006667231,60.0166227,1.002472778,1.393239002
3.317,-0.731702117,1.006643285,60.00622536,1.004091805,1.357925043
3.318,-0.724559696,1.00664671,59.99713458,1.004055756,1.424323942
3.319,-0.691915298,1.006634366,59.98918618,1.002388538,1.370372446
3.32,-0.787199646,1.006637077,59.99000217,1.004387614,1.372478204
3.321,-0.702786756,1.006598938,59.99071562,1.003263345,1.436592102
3.322,-0.688567912,1.006610003,59.98785273,1.003007112,1.363161759
3.323,-0.767129243,1.006605086,59.9853496,1.004578966,1.40564282
3.324,-0.698445473,1.006588095,59.98316103,1.002825331,1.431417601
3.325,-0.752308296,1.006603824,59.98124748,1.0030807,1.356970954
3.326,-0.774432145,1.006596518,59.97157317,1.004695607,1.423817696
3.327,-0.664799007,1.006589478,59.96311458,1.002206869,1.420301284
3.328,-0.740793924,1.006594278,59.9559916,1.003849811,1.368841524
3.329,-0.75205686,1.006582497,59.94976373,1.004061843,1.435732548
3.33,-0.699703849,1.006557621,59.95444524,1.002413943,1.39883375
3.331,-0.798092397,1.006597384,59.95853846,1.004049309,1.375465626
3.332,-0.731926429,1.006552098,59.9621173,1.003841046,1.449557391
3.333,-0.687714751,1.006583868,59.96524642,1.002699609,1.379160628
3.334,-0.780055438,1.006536195,59.97373177,1.004675111,1.404096246
3.335,-0.722804011,1.006547763,59.98115082,1.002881161,1.440252538
3.336,-0.759826843,1.006538844,59.98664328,1.002875031,1.366919119
3.337,-0.804293561,1.006533954,59.99144554,1.004440203,1.41746013
3.338,-0.691691401,1.006503529,59.99564433,1.002256225,1.435797992
3.339,-0.747785769,1.006517865,59.99426789,1.003461732,1.367161431
3.34,-0.778544433,1.006483091,59.99306442,1.004294446,1.435336207
3.341,-0.71454918,1.006503023,59.99201218,1.002373792,1.412398469
3.342,-0.807660814,1.006481118,59.99070418,1.003737832,1.366297583
3.343,-0.766092067,1.006480638,59.98956056,1.004040508,1.441054549
3.344,-0.694829241,1.006472775,59.98856064,1.00219785,1.382925518
3.345,-0.802696451,1.006479339,59.98622721,1.004332261,1.385084471
3.346,-0.759085381,1.006455883,59.98418701,1.003028842,1.434474151
3.347,-0.77784877,1.006440491,59.98498967,1.002700097,1.364759513
3.348,-0.842502479,1.006441296,59.98569147,1.004274921,1.394522816
3.349,-0.742092855,1.006409793,59.98630508,1.00256568,1.430197655
3.35,-0.778655443,1.006447049,59.98684158,1.003032851,1.350792732
3.351,-0.834429243,1.006426607,59.98229007,1.004458308,1.418570574
3.352,-0.765353888,1.00643423,59.97831052,1.002059239,1.412062751
3.353,-0.853585482,1.006397397,59.97589915,1.003316769,1.352071009
3.354,-0.837984371,1.006383964,59.9737908,1.003911379,1.426000606
3.355,-0.751139817,1.006355556,59.97946866,1.001991736,1.393592768
3.356,-0.858399579,1.006381078,59.98443302,1.003799123,1.375763307
3.357,-0.831584012,1.006331129,59.98877354,1.003446879,1.444505434
3.358,-0.821660833,1.006350352,59.99256861,1.00235028,1.385763491
3.359,-0.901595368,1.006296939,59.99735336,1.004242493,1.398919733
3.36,-0.810728829,1.006308486,60.00153684,1.002645754,1.448940782
3.361,-0.817599404,1.006286956,60.00903595,1.00253292,1.369607145
3.362,-0.890485701,1.006293223,60.01559269,1.004184745,1.427465997
3.363,-0.817606185,1.006267137,60.02132549,1.00194294,1.443170138
3.364,-0.891224469,1.006241192,60.01687346,1.002741109,1.368794856
3.365,-0.897954424,1.006246278,60.01298089,1.003936364,1.437578855
3.366,-0.804821169,1.006241347,60.00957747,1.001946211,1.424005571
3.367,-0.900146442,1.006253632,60.00950883,1.003438876,1.388175423
3.368,-0.897758682,1.006226521,60.00944881,1.00362851,1.46581325
3.369,-0.861066405,1.006227947,60.00939634,1.001843212,1.423474972
3.37,-0.960792851,1.006219841,59.99813799,1.003866898,1.412538572
3.371,-0.890583061,1.006205819,59.98829442,1.002712001,1.476317858
3.372,-0.878268485,1.006192679,59.9886128,1.002267794,1.408339061
3.373,-0.966025401,1.006196164,59.98889118,1.003879936,1.455892901
3.374,-0.898080705,1.006153637,59.98913457,1.002183136,1.499249425
3.375,-0.947036839,1.006125631,59.98934738,1.002173523,1.421256402
3.376,-0.970552204,1.006093543,59.9894309,1.003949078,1.476270279
3.377,-0.855404465,1.006121645,59.98950392,1.001564711,1.47110424
3.378,-0.921678892,1.006096221,59.97831353,1.003046449,1.411358023
3.379,-0.933106984,1.006098729,59.96852936,1.003450934,1.478258408
3.38,-0.87227816,1.00608227,59.96794757,1.001582016,1.444347822
3.381,-0.962694033,1.006162699,59.96743888,1.0034194,1.419668175
3.382,-0.882739454,1.006113003,59.96699411,1.003247836,1.499038542
3.383,-0.819933264,1.006152176,59.96660524,1.002125968,1.433067169
3.384,-0.902396233,1.006149032,59.96236315,1.003943262,1.448094809
3.385,-0.836435224,1.006172609,59.95865414,1.002455765,1.481794653
3.386,-0.857281686,1.006207299,59.96816509,1.002069937,1.395043731
3.387,-0.896207916,1.006216795,59.97648086,1.003966178,1.435413323
3.388,-0.776782908,1.006205327,59.98375164,1.001633791,1.450124063
3.389,-0.824538841,1.006227063,59.98148861,1.002846344,1.373103888
3.39,-0.857553815,1.006230941,59.97950997,1.00363896,1.432695575
3.391,-0.791815315,1.006225453,59.97777996,1.001800186,1.409940588
3.392,-0.884412083,1.006332601,59.98152609,1.003147497,1.352528016
3.393,-0.844744283,1.006348389,59.98480147,1.003743471,1.434288023
3.394,-0.768346799,1.006361241,59.98766526,1.001764688,1.382663818
3.395,-0.872736413,1.00633852,59.9936425,1.003889179,1.38145164
3.396,-0.832600506,1.006334521,59.99886862,1.002651406,1.432657731
3.397,-0.842305636,1.006307925,59.99472768,1.002037329,1.364696525
3.398,-0.911257519,1.006294251,59.9911071,1.003677938,1.392178132
3.399,-0.80242893,1.006239589,59.9879415,1.001954968,1.422675623
3.4,-0.831476633,1.006241498,59.98517369,1.002453805,1.331114702
3.401,-0.891481222,1.006191704,59.99496369,1.003887714,1.387974495
3.402,-0.830442338,1.006213142,60.00352344,1.00161616,1.381759651
3.403,-0.909412973,1.006185411,59.99625203,1.0027486,1.318412657
3.404,-0.880988285,1.006130375,59.98989436,1.003501229,1.390224396
3.405,-0.773445014,1.006123428,59.98305203,1.00125968,1.348680308
3.406,-0.871736511,1.006150119,59.97706953,1.003263045,1.31202166
3.407,-0.850486185,1.006111327,59.97183881,1.002813576,1.363168718
3.408,-0.829648624,1.005958624,59.96726541,1.001326172,1.284479411
3.409,-0.927475783,1.006053965,59.96627765,1.003338321,1.307794441
3.41,-0.852226365,1.006043847,59.96541401,1.002002645,1.37483865
3.411,-0.855764496,1.006194206,59.95396685,1.00198694,1.319786722
3.412,-0.917856196,1.006108014,59.94395818,1.003697072,1.379505508
3.413,-0.816456803,1.00624253,59.93520724,1.001603121,1.416743117
3.414,-0.865374156,1.006253093,59.92047942,1.00249834,1.36496929
3.415,-0.84886862,1.006338983,59.90760236,1.003667694,1.434170935
3.416,-0.738950209,1.00627889,59.89634347,1.001477683,1.425200391
3.417,-0.802196235,1.006304637,59.88775792,1.003006955,1.38079606
3.418,-0.770631784,1.00628585,59.88025127,1.003304208,1.441914259
3.419,-0.701288711,1.006351887,59.87368792,1.001639632,1.394246547
3.42,-0.791460413,1.006209826,59.88419836,1.003462592,1.378223526
3.421,-0.716721097,1.00632394,59.89338802,1.002659912,1.431743616
3.422,-0.691825567,1.006401805,59.90749206,1.001990347,1.356044652
3.423,-0.777447663,1.006353709,59.91982373,1.003736484,1.377096391
3.424,-0.693869643,1.006383564,59.93060576,1.001993018,1.409434531
3.425,-0.737717653,1.006231028,59.94003288,1.002407526,1.335564717
3.426,-0.764065524,1.006298492,59.93452485,1.003814755,1.385468568
3.427,-0.674510844,1.006324407,59.92970898,1.001616637,1.386987027
3.428,-0.738958824,1.006351741,59.92892689,1.0027681,1.327426834
3.429,-0.749184255,1.00634694,59.92824308,1.003601963,1.391530178
3.43,-0.67874808,1.006339802,59.93954763,1.001592537,1.365796061
3.431,-0.784964025,1.006353265,59.94943162,1.003223349,1.338638623
3.432,-0.733118278,1.006322255,59.95807354,1.003120606,1.406072874
3.433,-0.687626562,1.006339108,59.96562949,1.001781886,1.344871249
3.434,-0.786175483,1.00632948,59.9649673,1.003596174,1.351671391
3.435,-0.715148284,1.006292043,59.96438832,1.002307856,1.399601316
3.436,-0.735269379,1.006300626,59.9715829,1.002117243,1.327232871
3.437,-0.78621421,1.006279365,59.97787338,1.003782481,1.367535677
3.438,-0.697548009,1.006274222,59.98337337,1.001638723,1.387710459
3.439,-0.743209534,1.0062793,59.98242855,1.002490549,1.320134558
3.44,-0.774900508,1.00625596,59.98160246,1.003677366,1.379055226
3.441,-0.693534537,1.006248374,59.98088018,1.001491772,1.370459329
3.442,-0.792571335,1.006253187,59.98178556,1.002972499,1.326031952
3.443,-0.761279181,1.006235164,59.98257716,1.003369596,1.394636785
3.444,-0.696216292,1.006226851,59.98326929,1.001635793,1.348567555
3.445,-0.800146785,1.006213286,59.98700542,1.00336863,1.336517664
3.446,-0.74638787,1.006196853,59.99027206,1.002687028,1.394909954
3.447,-0.739871457,1.006206442,59.99283122,1.001896564,1.329077835
3.448,-0.812413018,1.006197109,59.99506878,1.003633312,1.354209327
3.449,-0.728138152,1.006179598,59.99702516,1.001847714,1.392326519
3.45,-0.755382395,1.0062006,59.9987357,1.002212687,1.31981919
3.451,-0.806726953,1.006200478,59.99774253,1.003686767,1.370958654
3.452,-0.717795588,1.006191525,59.99687417,1.001514379,1.379205646
3.453,-0.799241392,1.00619497,59.99253287,1.002674352,1.3203988
3.454,-0.791028601,1.006160176,59.98873711,1.003548991,1.386405911
3.455,-0.712277693,1.006161562,59.99445079,1.001455825,1.357763549
3.456,-0.810981981,1.006177791,59.99944647,1.003113794,1.327050923
3.457,-0.778416903,1.006143118,60.00381438,1.003018128,1.389833693
3.458,-0.744637632,1.006138848,60.00763339,1.001637786,1.334178661
3.459,-0.836830382,1.006141276,60.00260829,1.003479395,1.339989979
3.46,-0.762108541,1.006129494,59.99821466,1.002123086,1.391122453
3.461,-0.766381829,1.006138141,59.99602123,1.001949284,1.317403829
3.462,-0.838335155,1.006116612,59.99410343,1.003625769,1.354571646
3.463,-0.753688727,1.006111066,59.99242662,1.001579402,1.377894026
3.464,-0.817533603,1.006123425,59.99549045,1.002401922,1.309789449
3.465,-0.831745157,1.00611258,59.99816926,1.003564574,1.369437909
3.466,-0.745915265,1.006089054,60.00051144,1.001356107,1.359116272
3.467,-0.831115734,1.006082898,59.99366406,1.002799171,1.311229184
3.468,-0.823259356,1.006065677,59.98767714,1.003176087,1.375443883
3.469,-0.768764353,1.006062977,59.98244255,1.001447113,1.336013876
3.47,-0.876278617,1.006062226,59.98110125,1.003182231,1.323053889
3.471,-0.814359275,1.006045373,59.9799285,1.002534718,1.385882389
3.472,-0.791205933,1.006056481,59.97405617,1.001717908,1.318978024
3.473,-0.880617363,1.006051971,59.96892178,1.003464926,1.341596846
3.474,-0.803272096,1.006022446,59.9644326,1.001812404,1.380778523
3.475,-0.844428421,1.006039533,59.96050755,1.002061647,1.307716735
3.476,-0.877777695,1.006024394,59.96282417,1.00356208,1.35804543
3.477,-0.789320072,1.006018214,59.96484968,1.001356554,1.366735279
3.478,-0.854254041,1.006031981,59.96943227,1.002452414,1.305705379
3.479,-0.870245466,1.005998394,59.97343899,1.003340311,1.369437251
3.48,-0.799347057,1.005999284,59.97737837,1.001277069,1.346310602
3.481,-0.906925577,1.00601075,59.98082271,1.002931524,1.314875512
3.482,-0.860551965,1.005980685,59.98383423,1.00286594,1.382222318
3.483,-0.812837384,1.005988503,59.9864673,1.001495544,1.325943951
3.484,-0.915836783,1.005992584,59.98795368,1.00329191,1.329767989
3.485,-0.850571121,1.005982687,59.98925327,1.002095653,1.380748537
3.486,-0.867102074,1.005992458,59.98866139,1.001815532,1.308719398
3.487,-0.922693211,1.005964294,59.98814389,1.003457514,1.345823306
3.488,-0.837758042,1.005940845,59.98769142,1.001413831,1.371787546
3.489,-0.881198469,1.005954494,59.9856518,1.002140154,1.303673715
3.49,-0.919321199,1.005950823,59.98386848,1.003367987,1.363466371
3.491,-0.838441852,1.00592838,59.98230927,1.001246734,1.359603611
3.492,-0.937187589,1.005931457,59.98433639,1.002604699,1.312863454
3.493,-0.911484959,1.005911704,59.98610877,1.003115559,1.383284228
3.494,-0.844351573,1.005922131,59.98765843,1.001322597,1.343630006
3.495,-0.94699599,1.005916812,59.98344761,1.003020691,1.329559805
3.496,-0.897713839,1.005883372,59.97976594,1.002490485,1.391828088
3.497,-0.885533953,1.00589705,59.97772624,1.001510668,1.328058999
3.498,-0.966663827,1.005907371,59.97594286,1.003298155,1.351643416
3.499,-0.88953463,1.005888954,59.97438358,1.001607138,1.396086348
3.5,-0.912717605,1.005892383,59.97302025,1.001822458,1.327796487
3.501,-0.968848144,1.005866836,59.97498656,1.003366508,1.381291466
3.502,-0.881787701,1.005858499,59.97670579,1.001194332,1.39734279
3.503,-0.960981829,1.005875692,59.97560753,1.002290868,1.341035042
3.504,-0.942534561,1.005854364,59.97464729,1.003234211,1.407748585
3.505,-0.847096227,1.005859733,59.98214428,1.001150932,1.379762351
3.506,-0.931110089,1.005860906,59.98869918,1.002774174,1.338976127
3.507,-0.897070704,1.005847725,59.99443037,1.002777975,1.394703289
3.508,-0.857785191,1.005851276,59.99944135,1.001296643,1.332690237
3.509,-0.953308953,1.005844264,59.99856125,1.003097162,1.326169792
3.51,-0.882620862,1.005835367,59.99779175,1.001900136,1.372325366
3.511,-0.885064611,1.005862354,59.99145825,1.00161009,1.294486299
3.512,-0.965652191,1.005857716,59.98592064,1.003274769,1.326357444
3.513,-0.8886824,1.005842782,59.98107891,1.001351016,1.352204401
