t|Main,AllBesses,All_LM_Power,all_Loads
0.386,-0.211642065,58.689431175999985,58.47778911
0.387,-0.27680417300000004,58.89407264,58.61726847
0.388,-0.262504114,59.00198916800001,58.73948505
0.389,-0.206139542,58.650960424,58.44482088
0.39,-0.28930254899999996,58.981846416,58.69254387
0.391,-0.246373505,58.918979272,58.67260576
0.392,-0.217873522,58.66960793599999,58.45173441
0.393,-0.286965984,59.04213388,58.755167900000004
0.394,-0.234428889,58.82304748000001,58.58861859
0.395,-0.242313251,58.744586992,58.50227374
0.396,-0.27766925,59.067177528,58.78950828
0.397,-0.215293088,58.728997552,58.51370447
0.398,-0.260909854,58.84091167999999,58.58000181999999
0.399,-0.267111598,59.037097576,58.76998598
0.4,-0.210848626,58.67196469600002,58.46111607
0.401,-0.285900734,58.951528400000015,58.665627670000006
0.402,-0.252381482,58.97600132000001,58.723619840000005
0.403,-0.21666246,58.670510575999984,58.453848119999996
0.404,-0.295244228,59.033039632,58.7377954
0.405,-0.242761324,58.886971744,58.64421042
0.406,-0.23499055,58.7184198,58.48342925
0.407,-0.286734782,59.07615551999999,58.78942074
0.408,-0.234646828,58.7900356,58.55538877
0.409,-0.258180534,58.804714912,58.546534390000005
0.41,-0.275848298,59.06788977600001,58.79204148
0.411,-0.223966222,58.70859716799999,58.48463096
0.412,-0.28251421,58.90945906399999,58.62694485
0.413,-0.266477216,59.020941760000014,58.75446454
0.414,-0.217699966,58.67521446400001,58.4575145
0.415,-0.298877892,59.011745008,58.71286711
0.416,-0.25272778500000004,58.947874743999996,58.695146959999995
0.417,-0.22673197,58.702671872,58.4759399
0.418,-0.29566435,59.073411407999984,58.77774706
0.419,-0.250773168,58.86044963199999,58.60967647
0.42,-0.255454744,58.781472576,58.52601783
0.421,-0.287106781,59.10370996,58.81660317
0.422,-0.235503414,58.77024619999999,58.53474278
0.423,-0.279621982,58.882365871999994,58.60274389
0.424,-0.280021034,59.07248004000001,58.79245902
0.425,-0.223579366,58.70736344800001,58.48378408
0.426,-0.29727219,58.98547292,58.688200730000005
0.427,-0.267615406,59.012597272,58.744981870000004
0.428,-0.221341438,58.702335520000005,58.48099409
0.429,-0.30452187,59.06860985600001,58.76408799
0.43,-0.255413292,58.92601774399999,58.67060445
0.431,-0.246234564,58.757879800000005,58.51164524000001
0.432,-0.299257718,59.118720096,58.819462380000004
0.433,-0.24453736,58.83347364000001,58.58893628
0.434,-0.270294716,58.85255660799999,58.58226191
0.435,-0.289328016,59.1206216,58.83129359
0.436,-0.229533866,58.756663032,58.52712916
0.437,-0.29294609,58.958898088000005,58.665952010000005
0.438,-0.28742747,59.078720735999994,58.79129326
0.439,-0.228963646,58.7280278,58.49906416
0.44,-0.314727648,59.065637816,58.75091017
0.441,-0.267200098,59.00221540799999,58.73501531
0.442,-0.240110978,58.756913007999984,58.51680202
0.443,-0.309032596,59.13037037599999,58.82133779
0.444,-0.254153798,58.907852295999994,58.653698500000004
0.445,-0.261425128,58.828123615999985,58.5666985
0.446,-0.297357016,59.14939898400001,58.85204197
0.447,-0.244466726,58.81508022399999,58.57061350000001
0.448,-0.28899621,58.93195599199999,58.642959780000005
0.449,-0.285486878,59.121404544000015,58.83591767
0.45,-0.226853942,58.75570840799999,58.52885446
0.451,-0.303455514,59.037425664000004,58.733970150000005
0.452,-0.270905156,59.06449287200001,58.793587720000005
0.453,-0.222353912,58.752360440000004,58.53000652
0.454,-0.304407614,59.11805173599999,58.813644120000006
0.455,-0.257228422,58.97547204,58.718243619999996
0.456,-0.239412902,58.801029360000015,58.561616459999996
0.457,-0.296897232,59.164618512,58.86772128
0.458,-0.242559362,58.87768648000001,58.63512712
0.459,-0.269134958,58.896094039999994,58.626959080000006
0.46,-0.28581418,59.159611976,58.8737978
0.461,-0.229765716,58.79920467199999,58.56943896
0.462,-0.292246752,59.00498668,58.712739920000004
0.463,-0.27635402,59.119213216,58.84285920000001
0.464,-0.222614684,58.770345895999995,58.54773121
0.465,-0.302253508,59.104936984,58.802683470000005
0.466,-0.264401146,59.045078976000006,58.78067783
0.467,-0.229558272,58.795183528,58.56562527
0.468,-0.301925496,59.171401648000014,58.869476160000005
0.469,-0.252254452,58.95133485600001,58.69908041
0.47,-0.25781978,58.87353991999999,58.61572014
0.471,-0.299609358,59.199854448,58.90024508
0.472,-0.234287862,58.85776370399999,58.623475830000004
0.473,-0.281731054,58.97525453600001,58.693523479999996
0.474,-0.285451542,59.16985604799999,58.884404509999996
0.475,-0.220049774,58.79866352,58.578613739999994
0.476,-0.304690028,59.08829214399999,58.783602110000004
0.477,-0.273379346,59.11417025600001,58.8407909
0.478,-0.229526392,58.806488656,58.57696226
0.479,-0.305949746,59.17165219999999,58.86570246
0.48,-0.260169722,59.027386288,58.76721657
0.481,-0.246816792,58.858286096000015,58.611469299999996
0.482,-0.305220242,59.222134768,58.91691452
0.483,-0.248338712,58.934920336,58.68658162
0.484,-0.273024302,58.953952159999986,58.68092785
0.485,-0.289857446,59.217941711999984,58.92808427
0.486,-0.230324042,58.85495842400001,58.624634379999996
0.487,-0.291439804,59.05889772,58.76745792
0.488,-0.272853276,59.169852431999985,58.89699916
0.489,-0.220330478,58.820526928,58.60019645
0.49,-0.303761956,59.156791672,58.85302971
0.491,-0.267940596,59.09877671200001,58.83083611
0.492,-0.233737662,58.84871288,58.61497523
0.493,-0.301264264,59.22322504800001,58.92196078
0.494,-0.253592178,59.005618143999996,58.75202597
0.495,-0.256081586,58.925162807999996,58.66908122
0.496,-0.29295236,59.250082008,58.95712965
0.497,-0.239225328,58.915589776,58.67636444
0.498,-0.283351898,59.031426624,58.748074720000005
0.499,-0.287318002,59.228469472000015,58.941151469999994
0.5,-0.228633968,58.86251442399999,58.63388046
0.501,-0.28281587,59.134104696,58.85128882000001
0.502,-0.471831714,59.283642816,58.81181109
0.503,-0.298558694,59.000512328000006,58.701953630000006
0.504,0.568148756,58.650966751999995,59.2191155
0.505,1.574481964,57.570438847999995,59.14492081
0.506,3.240567452,55.957777959999994,59.19834543
0.507,5.472293096,54.08216212000001,59.55445522
0.508,7.706572706,51.532466335999985,59.239039059999996
0.509,10.331981634,49.02790718400001,59.35988882
0.51,13.023272744,46.517178648,59.54045138
0.511,15.267776392,43.90331312,59.17108951
0.512,17.513494504,41.961809856,59.475304369999996
0.513,19.437717428,40.157948344,59.595665780000004
0.514,20.85126504,38.584794536,59.436059570000005
0.515,22.1556691,37.80429168,59.95996078
0.516,23.01770122,37.033445912,60.05114714
0.517,23.5624519,36.563889928,60.126341829999994
0.518,24.05045034,36.64108304799999,60.69153338
0.519,24.18047518,36.438296936,60.618772129999996
